,id,date,title,content
2016,ka*********,2019.01.31,남가좌사거리 DMC 2차 아이파크 대여소 설치 요청드립니다. ,"남가좌동 359-10번지 일대에 2018년 10월 30일에 DMC2차 아이파크 입주가 시작되었습니다.해당 남가좌 사거리 도로 확장으로 인도가 넓으며, 인근 주민 및 대학생들이 많이 이용가능할것으로 사료됩니다. 대여소 설치를 통해서 이동이 용이하도록 도와주셨으면 합니다."
2017,di********,2019.01.31,구의역 설치 건의,"안녕하세요:) 전에도 구의역 설치 건의로 글 썼는데, 설치할 만한 장소가 없다고 혹시 할 만한 장소를 발견한다면 추천 부탁한다는 답변을 받았어요구의역3번 출구 근처에 KT광진지사와 동서울우편물류센터사이에 굉장히 도로가 큰 곳이 있어서 알려드립니다^__^ 모바일로는 시진 첨부가 안 되어서 글로 말씀드려요ㅠㅜ 도로도 넓고 근처에 KT 공중전화부스도 있어서 전기도 끌어 쓸 수 있을 것 같아요 긍정적 검토 부탁드립니다 감사합니다^____^ 새해 복 많이 받으세요"
2018,rl*********,2019.01.31,카카오페이 결제오류,"진짜 앱 개 거지같은건 알고있었는데 결제하나도 뻑하면 오류나고 다른방법으로 하려니까 앱설치에 설정옵션까지 변경하라하고 불편하기그지없네요^^ 어떤등신색기가 디자인한건지 ㅎㅎ카카오페이 결제 시 따릉이앱에서 메시지로 결제요청 후, 카카오톡에서 결제완료 한다음에, 결제페이지에서 확인 누르라고까지 뜨면 ,따릉이앱에서 화면이 넘어가야하는데  계속 전화번호랑 생일입력칸에서 멈춰있음.확인누르면 유효한상태가아니라고만 뜨고 해결방법알려주세요"
2019,je******,2019.01.31,광장동현대아파트앞(05166) 따릉이 대여소 설치 건의드립니다,"안녕하세요. 해당 부근 힐스테이트 앞 쪽으로 부지와 전기시설이 충분히 되고 국가 사유지 보도로 설득됩니다 국가와 시민 건강에 도움이 되며, 출퇴근 시 자전거 이용이 용이해져 공해 저감도 주거지로서 좋아지면서, 학교를 다니는 학생들에게도 도움이 되는 제안입니다.새해 복 많이 받으시고, 좋은 소식 부탁드립니다 감사합니다"
2020,na*****,2019.01.31,자전거 관리 감사드립니다~,매번 고장신고와 불편사항 접수만했는데 ㅎ요즘 저희 동네(내곡동 서초더샵포레 및 청계산입구역) 따릉이들 관리가 넘 잘되고 있는것 같아 감사 말씀드리고 싶었습니다 ㅎ 특히 요즘엔 타이어 공기압 떨어진 자전거는 거의 찾기가 어렵네요^^ 관리해주시는 기사님들 추운데 정말 감사드립니다!! 덕분에 매일매일 편하게 잘타고있습니다~앞으로도 잘부탁드려요!!^^
2021,si*****,2019.01.30,봉화삼거리 대여소 설치건의,수고하십니다!서울 중랑구 상봉1동저번에  쌍용아파트내 설치가 지연 된다고 봐서건너편 중화 노인회관이나 신아타운 건의 드렸는데.. 진행이 안되고 있는지요?
2022,je******,2019.01.30,광장동현대아파트앞 (현대아파트 앞 방면. 05166) 따릉이 대여소 설치 문의드립니다,"안녕하세요.힐스테이트 앞쪽에 도로 공간도 넓고, 전기도 충분히 뽑아 쓸 수 있다고 생각이듭니다.노력을 해서 설치를 하면 광장동 쪽 아파트서 강변역 단거리 출퇴근에 용이합니다.고려 부탁드립니다 감사합니다"
2023,je******,2019.01.30,"[따릉이 대여소설치]광장동현대아파트앞(현대아파트 앞 방면, 버스정류소번호: 05166 부근)","안녕하세요.힐스테이트 앞쪽에 도로 공간도 넓고, 전기도 충분히 뽑아 쓸 수 있다고 생각이듭니다.노력을 해서 설치를 하면 광장동 쪽 아파트서 강변역 단거리 출퇴근에 용이합니다.고려 부탁드립니다 감사합니다"
2024,je******,2019.01.30,광장동현대아파트앞 (현대아파트 앞 방면. 05166) 따릉이 대여소 설치 문의드립니다,"안녕하세요.힐스테이트 앞쪽에 도로 공간도 넓고, 전기도 충분히 뽑아 쓸 수 있다고 생각이듭니다.노력을 해서 설치를 하면 광장동 쪽 아파트서 강변역 단거리 출퇴근에 용이합니다.고려 부탁드립니다 감사합니다"
2025,je******,2019.01.30,광장동현대아파트앞 (현대아파트 앞 방면. 05166) 따릉이 대여소 설치 문의드립니다,"안녕하세요.힐스테이트 앞쪽에 도로 공간도 넓고, 전기도 충분히 뽑아 쓸 수 있다고 생각이듭니다.노력을 해서 설치를 하면 광장동 쪽 아파트서 강변역 단거리 출퇴근에 용이합니다.고려 부탁드립니다 감사합니다"
2026,je******,2019.01.30,광장동현대아파트앞 (현대아파트 앞 방면. 05166) 따릉이 대여소 설치 문의드립니다,"안녕하세요.힐스테이트 앞쪽에 도로 공간도 넓고, 전기도 충분히 뽑아 쓸 수 있다고 생각이듭니다.노력을 해서 설치를 하면 광장동 쪽 아파트서 강변역 단거리 출퇴근에 용이합니다.고려 부탁드립니다 감사합니다"
2027,je******,2019.01.30,광장동현대아파트앞 (현대아파트 앞 방면. 05166) 따릉이 대여소 설치 문의드립니다,"안녕하세요.힐스테이트 앞쪽에 도로 공간도 넓고, 전기도 충분히 뽑아 쓸 수 있다고 생각이듭니다.노력을 해서 설치를 하면 광장동 쪽 아파트서 강변역 단거리 출퇴근에 용이합니다.고려 부탁드립니다 감사합니다"
2028,je******,2019.01.30,광장동현대아파트앞 (현대아파트 앞 방면. 05166) 따릉이 대여소 설치 문의드립니다,"안녕하세요.힐스테이트 앞쪽에 도로 공간도 넓고, 전기도 충분히 뽑아 쓸 수 있다고 생각이듭니다.노력을 해서 설치를 하면 광장동 쪽 아파트서 강변역 단거리 출퇴근에 용이합니다.고려 부탁드립니다 감사합니다"
2029,mi*****,2019.01.30,오늘도 택시,"임광빌딩앞 대여소 바코드 대여 에러나더니, 압구동이 안됐습니다. 계속 시도하다 결국 오늘도 택시. 따릉이 대여료보다 이용못해 택시비가 더나갑니다.민간이라면 이런 근본적 문제 잘안생기는데 개선좀. 해보세요"
2030,ho*****,2019.01.29,5호선 목동역 근처에 대여서 설치 부탁드려요,5호선 목동역 근처에 대여서 설치 부탁드려요
2031,ca******,2019.01.29,양천구청에 대여소 설치 요망,따릉이 이용자의 편의를 위해 양천구청(뒷쪽 자전거보관소 공간에)에 추가로 대여소를 설치해 주시기 바랍니다.
2032,to********,2019.01.29,대여소가 시급합니다.,"은평구 신사2동에 사는 주민입니다. 구산, 예일여고 쪽에만 집중적으로 몰려있고 정작 숭실고등학교 근처에는 하나도 없습니다. 은평구의 신사동고개가 걸어다니기에는 너무 높고 가파른 언덕이라 우회하려면 시간이 많이 걸립니다. 따릉이를 설치하면 일반주민 뿐만 아니라 학교를 다니는 학생들도 버스 대신 자주 이용  할 텐데 신사동고개를 넘어서서는 대여소가 아무것도 없습니다. 최근 내를건너서 숲으로 도서관도 생겨 주민들이 이곳에 자주 발길이 오갈텐데 자전거 대여소가 이곳 근처에도 설치가 여럿 된다면 더 편리하게 오갈 수 있을 것이라고 생각합니다. 또한 따릉이 회원가입을 하려했는데 인증번호가 문자로 오지않아서 오류가 있다고 생각했습니다만, 알고보니 카카오톡으로 인증번호가 날라오더라구요.카카오톡으로 인증번호가 온다고 써있었다면 10번이나 인증시도를 하진 않았을텐데 인증번호가 발송된다는 란에 표기좀 해주셨으면 합니다."
2033,je******,2019.01.29,"광장동현대아파트앞(05167 광나루,극동아파트방면)광장현대8단지 앞 이며, 버스정류장이 앞전에 말씀그린겁니다","아파트 단지 안에는 광장동은 (구의동은 잘 모르겠습니다) 주차장이 복잡하여, 눈으로 보시면 주민회의에서 어떻게 말할지 아실겁니다.광장현대8단지 앞 버스정류장 부근은 출퇴근 유동인구도 많고 짧은 거리 출퇴근용으로 따릉이 대여소를 (미니) 많이 필여없습니다. 3~4대도 충분합니다.검토 빨리해주십시오!"
2034,ky****,2019.01.29,반납했는데 반납이 안됐다고 뜨네요,1월 28일 오후 10시 15분경 고척 스카이돔에서 대여하여 1968.동인오피스텔 소공원 앞에서 10시 33분경 반납했으나 대여소에서 거치대 연결고리와 연결했으나 반납처리가 되질 않아있던걸 뒤늦게 알게돼 미납요금을 냈습니다. 이동거리(키로 수) GPS로 추적해주시고 요금 부과된거 돌려주시길 바랍니다..
2035,je******,2019.01.28,광장동현대아파트앞(05167) 에 따릉이 대여소 건의드립니다,"출퇴근시 인근 직장인들한테 도움이 될 것으로 보이며,거주자들이 많아 비용이 잘 쓰일것으로 보입니다.적극 고려부탁드립니다.지하철이 강변역으론 특히 용이한 선상에 있어서 지역 주민 가까운 거리 교통편으로 용이 합니다.감사합니다"
2036,je******,2019.01.28,광남초 앞 옆 부근 따릉이 대여소 오어 간이 3-4개 소 설치 고려 부탁드립니다 ,"출퇴근 시간에나 주말에 따릉이 대여소가 가까이에 있으면, 유동인구 대비 움직임이 플렉서블 할 것으로 보입니다. 분명히 학교 측에 건의나 해서 고려 부탁드립니다 감사합니다"
2037,Le*******,2019.01.28,환불이 안되요 ,활불신청했는데 환불이 안되네요. 도움부탁 드립니다
2038,ci********,2019.01.28,남산주변 자전거 대여소,"서울시민의 혜택으로..따릉이를 자유롭게 이용할 수 있어서 정말 좋습니다.주변인들도 남산운동을 자주다니는데, 남산도서관 주변어 대여소 한 곳 정도가 있으면  참좋겠다는 생각을 자주 얘기들합니다.현재 제일 가까운 대여소가  용산중학교에 있는데..남산까지는 좀거리가 있어서 ..혹시 설치계획이 있으신지 .. 한 번 검토해 주시면 감사하겠습니다."
2039,rl*********,2019.01.27,반납을 했는데 반납이 안 됐다고 뜨네요..,어떻게 된 거죠 저는 지금 다시 반납 하러 나갈 수 없는 상황 입니다 ㅠㅠㅠ 따릉이 쓴지도 오래 됐는데 이런 적은 처음이네요./ 해결 부탁 드려요 ㅠㅠㅠ
2040,bv*****,2019.01.27,추가설치,신길역주변 추가설치 부탁드립니다. 아침 출근할때 날씨 좋은날은 항상 없네요
2041,os*******,2019.01.27,하루 이용권,우리동네  무료자전거 대여소없애버렸는데 대신 생긴 이거라도 이용할라치니하루 이용권이 없어서  꺼리게됨 주말 자전거타고 한강공원에서 쉬고 돌아올라치니 시간제약때문에 하루 이용권을 만들어주세요
2042,sy*****,2019.01.27,카카오페이결제,이전엔 잘되다가 갑자기 카카오페이 결제가 제대로안되네요빨리좀 해결해주세요매번 불편해죽겠아요결제승인되면 그 다음화면으로 넘어가질않으니
2043,je******,2019.01.27,서울광남초부근 따릉이 대여소 설치하면 좋겠습니다 ,냉무 일
2044,je******,2019.01.26,서울 광남초 앞에도 설치 되었으면 좋겠습니다 ,"강변역과 광나루역 중간에 위치한 광진구에 광남초 앞에도 설치를 하였으면 좋겠습니다.왜냐하면, 출퇴근시간에 주민들이 아우성입니다.근거리 출퇴근용 및 초등학생도 이용하므로 수요 타당성은 있어요.감사합니다.정승열 시민"
2045,rl*********,2019.01.26, 서울마포 신석초앞에도 설치되었으면좋겠습니다..,신석초 근처에 살고있는데 인근 빌라나 아파트가많이 있는데 광흥창역이든 대흥역이든 마포역이든 위치가 애매해서 자꾸 버스를 이용하게되는데 따릉이 있으면 더빠르고 저렴하게 이용 가능할것같습니다..한번 검토해주십시요
2046,je******,2019.01.26,따릉이 대여소 설치,"서울 광진구 광남고등학교 와 광남초 사이에도 대여소가 있으면 좋겠습니다 왜냐하면 강변역과 광나루역사이에 유동인구가 많으며 그로 인해서 광진구의 공기나 매연이 심하며, 그래서 광남중 앞에 있는 대여소는 광장동 주민이 출퇴근 시간에 까지 사용하기는 어려우므로 그럽니다. 감사합니다"
2047,jh*******,2019.01.26,유한양행앞,유한양행앞 자전거 대여소가 꽉차서 맨 왼쪽에 있는 자전거와 대여 자전거로 반납하였는데 문자도 안오고 계속 대여중이라고 떠서 10분정도 만져보다가 그냥 돌아갑니다 반납기구에 문제가있는거같습니다.
2048,So*********,2019.01.25,반납처리가 안됐습니다,SPB-14103 자전거마곡나루역 5번출구 뒤편 4번자리에 반납 후 잠금안내멘트도 나왔는데 카톡도 안오고 앱에서도 대여중이라고 나옵니다
2049,ha*******,2019.01.25,숭실대입구 재재건의!!!,"숭실대입구관련 의견의 요지를 잘못 파악하신것 같은데  다시 말하지만 대여소 증설을 건의한게 아닙니다!!  7개의 거치대라 채워도 빠른 소진으로 따릉이가 없다는 거치대의 부족 문제를 얘기를 하시는것 같은데 제가 어제, 오늘 수시로 들어와 확인해보니   1대이상 채워진적이 없습니다;; 현재도 근처 상도역은 23대, 숭실대입구는 0대입니다.  왜 배송이 이루어지지 않는지, 배송의 문제가 무엇인지 알고 싶습니다. (배송이 이루어 지고 있다면 배송주기와 숭실대입구의 경우 시간은 언제인지 알고 싶습니다 )-이전 글 찾아보고 건의 드린거라 어렵게 설치된것도 알고 저는 숭실대 학생이 아닌 일반 시민이라 숭실대 내 협의, 요청과는 상관 없습니다"
2050,po*******,2019.01.25,자동로그인,자동로그인으로 설정했는데도 할때마다 로그인을 닸하래요 잘 눌렀고 하루에 몇번씩 쓰는데 로그인 할따마다 아이디 비번 입력하기 귀찮앙ㄷ
2051,ha*******,2019.01.25,숭실대입구 재건의!!,"너무 형식적으로 답변 달아주시는것 아닌가요?대여소 추가 설치나 확대 건의가 아니라,이미 설치되어 있는 대여소 7개 자리에 따릉이가 1대도 없는 경우가 많아 드리는 건의 였습니다!!지금도 근처 상도역은  18대가 있는데 숭실대 입구는 1대..  고른 분산을 위해 차를 이용한 따릉이 이동이 필요할것 같다는 건의 입니다!! 아래 이전 질문 붙입니다                         건의:따릉이 이동이 이용자가 이용을 함으로만 옮겨지나요?예전에 차로 따릉이가 골고루 분산될수 있도록 관리되는걸 본적이 있는데 맞다면 숭실대입구 대여소 좀 더 신경써 주세요!! 따릉이가 없는 경우가 너무 많아 이용에 제약이 너무 많습니다   지도상 따릉이 없는 타지역과는 다르게 숭실대입구는 근처에 다른 대여소도 없어 더욱 관리가 필요해 보입니다답변:안녕하세요?   공공자전거 따릉이입니다.따릉이에 관심 가지고 의견 주셔서  감사합니다대여소 설치 조건인 설치공간과 전기사용이 가능하여야 합니다.설치공간은 보도폭이 4m이상이 필요하며, 장애인 유도블럭에 저촉되면 않 되며 이용자님의 안전을 위해 차량진출입이 하는곳은 설치가 불가능합니다.전기사용이 가능한 시설로써 공중전화기, 한전부스중 TR 부스, 인입선이 있는 한전주 등이 설치공간 30m이내 필요하며이 두가지 조건이 충족되어야 합니다.그러나 문의하신 대여소는 17년 상반기 공사진행중 민원에 의해 취소되었으나, 지속적인 설치요구로 인해 축소하여 18년도 설치개통한 대여소입니다.현실적으로 이용객에 비해 거치대는 부족하며, 현장여건상 거치대 확대는 불가능한 실정입니다.이용자님도 위 두조건이 충족되는곳에 사진을 찍어 의견을 주시면 많은 도움과 설치될수 있도록 최선을 다하겠습니다.감사합니다."
2052,dr****,2019.01.25,잠실나루역  점심때  2일 연속  ,잠실나루역  2일 건너 연속 점심때  자전거      없네요 보충해주세요~~
2053,se******,2019.01.25,반납오류 발생했습니다,오늘 11:30분 여의도 롯데캐슬 앞에서 대여한 자전거를 IFC몰 앞에 반납했습니다근데 반납이 정상적으로 되지 않았다고 해서 문의드립니다.감사합니다
2054,mo*******,2019.01.24,비회원에게 선물하기 항목추가,옆에  지인하고 함께 타고 싶네요.제가 구매해서 옆의 지인에게 선물 하고 싶네요!!
2055,je******,2019.01.24,스마트폰이 없이는 따릉이 이용할 수 없나요?,"스마트폰이 없이는 따릉이 이용할 수 없나요?예를들어서, 후불교통카드를 1번만 등록하면 그 뒤로는 이용권을 구매하거나 앱을 통해서 대여를 신청할 필요 없이 바로 대여소에 가서 카드를 태그하면 된다던지,혹은 이용권 구매는 PC로 미리 구매하여 놓고 카드만 들고가서 태그를 하면 된다던지 등의 방식으로스마트폰 없이 따릉이를 이용하는 방법이 알고 싶습니다."
2056,ha*******,2019.01.24,숭실대입구 따릉이 없는 경우가 너무 많네요,따릉이 이동이 이용자가 이용을 함으로만 옮겨지나요?예전에 차로 따릉이가 골고루 분산될수 있도록 관리되는걸 본적이 있는데 맞다면 숭실대입구 대여소 좀 더 신경써 주세요!! 따릉이가 없는 경우가 너무 많아 이용에 제약이 너무 많습니다   지도상 따릉이 없는 타지역과는 다르게 숭실대입구는 근처에 다른 대여소도 없어 더욱 관리가 필요해 보입니다
2057,ju******,2019.01.24,카카오 페이 모바일 결제가 불가능하게 되있네요?  카카오 페이로는 현재 결제가 전혀 불가능합니다. ﻿,모바일선택시 카카오 페이 선택시 결제로 들어가면 QR 코드가 화면에 뜨면 어쩌자는 건가요 QR 코드는 카메라로 찍어야 하는데 핸드폰 화면에 뜨면 결제를 어쩌라는건지 당황스럽습니다. 이건 PC에서 뜨면 핸드폰으로 QR코드를 찍어서 해야지 모바일결제시 핸드폰화면에 결제 QR코드가 떠버리면 핸드폰 무조건 2개씩 들고 모바일 결제를 하라는건가요? 게다가 카카오 톡 으로 전송하는 결제방식은 페이에 돈이 있고 계좌가 연결되어 있는 상태에서도 결제 지문 인증까지 되다가 이전페이지 에서 확인하라고만 뜨고 그냥 그상태에서 끝납니다. 모바일 카카오 페이로는 현재 결제가 전혀 불가능합니다. 모바일 결제로 편하라고 카카오페이로 할수 있게 하고선 PC방식이 아니면 결제가 불가능 한거는 또 뭔가요 PC로 정기권 결제 겨우 했네요 이전에는 카카오 결제가 깔끔하게 됬는데 요즘은 그냥 버리신건지 신경을 안쓰네요
2058,ur*******,2019.01.24,따릉이 반납이 정상적으로 되지 않았다고 합니다.,따릉이 이용 후 24일 오전 1시경 정상적으로 반납 후 반납 화면까지 확인했습니다. 그런데 반납 확인 알림톡이 오지 않았고 어플에는 계속 따릉이를 대여중이라는 표시만 되어있습니다. 같은 대여소에서 같은 시각에 반납을 한 다른 이용자에게는 따릉이가 정상적으로 반납되지 않았다는 문자 안내가 여러 개 도착했습니다.제 따릉이 자전거 번호는 SPB-12693 번이고 같이 반납한 다른 따릉이 번호는 SPB-13823 입니다.
2059,c4*****,2019.01.24,대여소설치,구로오퍼스1 건물에 세대수가 1000이넘는데 하나설치해주시면 감사하겠습니다
2060,ys****,2019.01.23,사용하도록 조치해 주세요,냉부
2061,wa****,2019.01.23,대여소 설치요청 (종로터워빌딩),종로타워빌딩에 대여소 설치 요청합니다센트로폴리스 빌딩에도 요청합니다조계사 앞쪽 구간에 대여소가 없어 불편합니다
2062,hy*******,2019.01.23,따릉이 사고에 대한 안일한  대처 정말 화가나네요,손잡이브레이크미작동으로 인한 사고로 갈비뼈골절난사람입니다. 정신적피해보상금관련질문에 답은  달지도않고.  계속씹는군요. 서울시민을위한 자전거운영 방식이 어떻게이따윈지 이해불가입니다.   아파서 어떤날은 일도제대로못하면서 고통 받 았는데  육체적.금전적.정신적  관련 피해보상금도. 없이. 3달을 고생했고 아직도후유증이있는데 보험사에서는. 병원비인 엑스레이 찍은값보상이 전부라니 황당하네요 . 갈비뼈골절이치료법이있는것도아니고 고통속에 일하면서. 뼈가 붙길기다린건 피해자몫인데..  자전거수리에대한언급은아예없고.  별다른 설명도없고  붙여넣기같은 진심없는 사과한마디와 보험회사전화번호안내글뿐.. 그게 더 기분나쁘네요피해보상금관련질문에는 제대로된 답도없고 답을 가려서 하네요대체 무슨생각으로 대응을 하는건지..따릉이관련관계자들 운영 이따위로 하지마세요 부끄러운줄아세요 . 정말화가나네요 .
2063,se**********,2019.01.23,터치패드도 안눌러지고 잠금도 한 번에 해제되지도 않고,오늘 아침 츨근길 서리가 낀 터치패드 살짝 닦아주고 비밀번호 눌렀는데 눌리지도 않네요.그래서 옆에 자전거 빌리려니까 대여중이라고 굳이 앱 들어가서 대여취소하고 대여하려니 이번엔 잠금장치라 한 번에 풀리지도 않고 총체적 난국이네여.덕분에 자전거 못 빌리고 걸어서 출근했습니다. 빡쳐서요.왠만하면 넘어가는데 오늘 너무 맘에 들지 않아 글 남깁니다.
2064,le******,2019.01.23,반납처리,정상반납하였는데 반납처리 카톡이 안옵니다
2065,ia******,2019.01.22,서촌 박노수 미술관 쪽에 따릉이 설치해주세요~~~ㅠㅠ,"서촌 박노수 미술관 쪽에 따릉이 설치해주세요ㅠㅠㅠㅠㅠㅠ아니면 통인시장 안쪽 효자베이커리 있는 곳이라도 설치해주시면 안될까요 ㅠㅠ 주말에 사람들이 따릉이 끌고 와서 여기저기 널려져 있습니다 ㅠㅠㅠㅠ 서촌안에 서울시로 출근하는 사람들도 많이 살고  서촌으로 놀러오는 사람들도 많습니다!!!!!!!!!!그런데 교통편이 좋지 않아요 ㅠㅠ ㅠㅠㅠㅠ 정작 안쪽에 살고 있는 사람들은 출퇴근 시 따릉이 이용하려면 경복궁 역까지 걸어가서 이용해야 해요. 저는 서촌에서 일하고 있는데 이동할때 안쪽에 따릉이가 없어서 역까지 걸어다니고 있습니다 ㅠㅠ서촌 안쪽에 따릉이가 있다면 바로 빌려서 직장까지 편리하게 이용할 수 있을거 같아요 !!! 경복궁역에 따릉이가 있긴한데 거기까지 걸어서 따릉이를 이용하기 보다는 거기까지 걸어가면 그냥 지하철 타고 이동하고는 해요.따릉이가 서촌 내에 있다면 저도, 서촌 주민들도, 서촌에 놀러오는 사람들도 애매한 서촌 내 거리를 따릉이를 타고 편리하게 올 수 있어서 너무너무 좋을 거 같아요!!!!!!!!!!따릉이의 목적이 서울시민들이 서울 내 이동할때 편리하게 이용할 수 있는 교통수단으로 만들어진 것이라고 알고 있습니다. 출퇴근 시 또는 서촌 나들이 올때 편리하게 이동할 수 있게 서촌 안쪽에 대여소 설치를 강력 추천드립니다 ㅠㅠ그리고 저저번주 날이 좋은 날 따릉이들이 널려있는 서촌 따릉이들 사진 보내드립니다 ㅠㅠ 사진 찍힌 위치는 서촌 효자베이커리 앞 정자입니다!!!!!!!!!!!사진 속에서만 4대가 대여소가 없어서 널부러져 있습니다................마지막으로 서촌 안쪽에 따릉이 대여소 설치를 적극 추천드립니다!!!!!!!!!!!!!!!!!!!!ㅠㅠㅠ"
2066,kb*****,2019.01.22,송파나루역4번출구 대여소 개통요청,수고하십니다   송파나루역4번출구 대여소가 설치된지 한달이     넘었습니다  하지만 무슨연유인지 개통을 하지 않아서 이용을 할수 없어서 불편합니다빠른 개통을 부탁드리며 개통시기좀 알려주시면 감사합니다 개통요청
2067,mi*****,2019.01.22,임광빌딩앞 통신장애,오늘 8:40경 임광빌딩 9번 대여했으나 통신장애에 이은 앱 구등 불량으로 이용 못했습니다. 서대문역과 달리 임광 앞대여소는 통신 장애가 빈발해서 한번에 이용한적이 거의없네요. 전체 점검이 필요할듯
2068,zp********,2019.01.21,단말기고장으로 인해 자가잠금장치가 안풀려요;;,자가잠금장치가 안풀려서 반납을 못하고 있네요 홈버튼은 먹통이고 ;;; 눌리지도 않아요  진짜 답이 없네요  지금 업무시간도 아니어서 난감한데 단말기까지 먹통이니 진짜 당황스럽네요 설마 과금 물진 않겠죠? 일단 자택보관하고 있을테니 꼭 전화 부탁드립니다 반납해야하는데 못하고있으니 많이 당황스럽네요;; 내일 꼭 연락 부탁드립니다 진짜 황당하네요 여태 잘 쓰고 있었는데 뒷통수 맞은 느낌입니다 ;
2069,bo******,2019.01.21,문정동 대여소 추가 요청,문정동 대여소 추가 바랍니다.첨부위치에 비교적 넓은 공간이 있습니다.정의로7길 주변 공원입니다.
2070,te******,2019.01.21,정상적으로 반납했는데 반납안됐다고 합니다.,항상 10분씩만 타고 정상적으로 반납했고 띠링 소리까지 들었는데 sns로 반납됐다는 말도 없이 반납안됐다고 합니다. 그래서 늦은 시간에 다시한번 확인차 왔는데 그대로 잠겨있고(자물쇠 제대로 닫혀있는지 전부 확인함).오늘 아침에는 대여하려고 하니 연결장애라 그러고..잠자다 연장된다는 소리에 깜짝 놀랐네요반납 정상적으로 됐으니 금액 다시 원상복구 해주세요 내일 오전 8시 2-30분 즈음에 다시 사용해야하는데 당연히 담당자가 출근 전인건 감안하겠으니 저녁에라도 쓸 수 있게 조치 해주세요 감사합니다.하루 이용권 더 주세요 그리고왜냐하면 오늘 오전과 내일 오전을 못탈테니까요..
2071,po*****,2019.01.20,세곡동성당 대여소 언제개통되나요,세곡동 성당 대여소 설치된지 두달가까이 되는데 왜 개통이 안되나요? 비슷한시기에 설치된 송파구 가락고 대여소는 개통된지 한달이 되었습니다무슨 착오가 있는게 아닌가요? 누락하신듯 한데요??
2072,ja******,2019.01.20,국악고 반납이 안되었다고 하네요,시간 20분 남기고 반납했는데 처음에 띠링 소리나면서 반납된줄알았는데 지금 추가시간이 25분되었네요 지금 방금 정류소보고오니깐 통신에 장애가 있다고 떠있어요 사진 다 있습니다 추가요금 발생 안 하게 해주세요
2073,ym****,2019.01.20,대여소 공사시,대여소 공사시 근처 몇미터지점에 대여소가 또 어디에 있는지 표시부탁드립니다~기존에 그곳에 본기억이 있어서 오랜만에 그쪽에 반납하고 가야지하고 그곳에 갔는데 공사중~~어디에다 반납해야할까요~?데이터(인터넷)도 좀 부족한사항에서 검색해서 찾아야하공~~약속시간 생각해서 나왔는데 반납장소 찾다가  완전 지각하고요~안내표지 부탁드립니다
2074,mi********,2019.01.19,대여 최소해줘여,10355번 자전거 비번 누르는거 인식 안되서 안탈껀데 대여 최소 해줘요
2075,ta******,2019.01.19,반납이 안되었다고 문자가..,문자가 게속오네요대여번호Spb-17015입니다두시간전에 반납했는데요
2076,bu********,2019.01.19,반납오류,1월18일 16시 50분경에 자전거를 불광역 8번출구에 반납했는데 지금 보니까 기본 대여시간이 초과되었습니다 라고 뜨네요 반납시간도 17시41분이라고 뜨구요 지금 -430분 정도 됐는데 이거 왜이러는 건가요그리고 반납시간이 17시 41분이라고 찍혀있는데 초과시간이라고 적힌건 뭔가요방금 430분 초과로 17800 결제됐는데 다시 돌려주세요
2077,kj*****,2019.01.18,따릉이 반납했는데 미반납이라고문자왔네요,SPB-13507오후10시경부터 10분이용하고 반납하고반납이완료되었다는 기계 소리까지 들었는데한참 후 미반납이라고문자가옵니다분명반납했습니다. 조치부탁드립니다.
2078,kw****,2019.01.18,따릉이 대여에 관한 정책제안,안녕하세요서울시 관계자 여러분~!!고생이 많습니다따릉이를 빌리고 반환하는 시스템의 개선을제안합니다사용자가 따릉이를 빌리고 반환하는데는많이 번거롭습니다이용가능 쿠폰을 소지한자가어디에서서나 쿠폰을 제시하고 따릉이를 사용하고또한 사용후어디서나 반환이 가능하도록 따릉이 주차장에 고유번호와자전거의 고유번호를 부여하여 간편한 전자시스템으로 행정 시스텀의 개선하고 변화하여 시민의 편리함을 더해주시기바랍니다현재의 시스템은  너무 불편합니다
2079,bh****,2019.01.18,서울연구원에도,서울연구원에 가는데 따릉이 이용이  안되네요.ㅈ
2080,sp****,2019.01.17,환승 마일리지 적립관련 문의,환승마일리지 적립관련 문의드립니다.따릉이 이용 후 대중교통을 이용하는 경우에는 환승 마일리지가 정확히 적립됩니다.대중교통을 이용한 후 따릉이를 이용하면 적립이 되지 않네요.마일리지 적립 기준이 정확히 뭔지 모르겠습니다.따릉이 이용 후 대중교통 이용시에만 적립되는건가요?그 반대는 적립이 안 되는게 맞는건가요?궁금합니다.
2081,su*******,2019.01.17,따릉이 반납이 안되네요,지금 밤이라서 다산콜센터에 문자로 겨우 연락하여 놓았습니다. 다산센터도 전화는 받지를 안아서 겨우 문자로 연락해 놓았는데요추가 시간 계속 늘어나고 있는데 과금내라 하니 난감한데요 ....   괜찮은 건지 여쭙니다. 이 오밤중에 따릉이 30분 타고 다산콜센터 연락에만 20분 더 걸리네요 전화는 계속 안받으시고 ...    따릉이를 타 따릉이에 연결시켰을때 반납이 안되면 다시 뺄 수 있으면 좋겠습니다. 다시 빠지지도 않고 반납도 안된다 하니 답답하네요...
