,name,date,score,comment
1992,hyungdoh Lee,13/05/2019,4, very good!
1995,윤혜경,13/05/2019,4, 재밌어요!!
2002,윤정민,13/05/2019,4, gps개선좀....
2029,이수빈,13/05/2019,4, 괜찮아여
2043,이준혁,13/05/2019,4, 좋아요!
2047,Jung Hyun Kwon,13/05/2019,4, 만족합니다.
2082,Bakery Holmes,13/05/2019,4, 굿
2128,양동규,13/05/2019,4, 좋이요
5,심현아,13/05/2019,5, 흡족해요. 영업사원마냥 주변에 너무얘기하고 다녔나봐요. 의심하다가 타보더니.. 주변분들이 저보다 더 타고다니네요. 아쉬운점은 찾기가 어려워요. 있대서 갔는데 안보여서 한참을 찾아보다가 포기하는 일이 잦아요. 반납처 사진보이는 등 그 어떤 방법으로든 개선되었으면 합니다.
10,Yoo유민경,13/05/2019,5, 전동킥보드를 킥고잉 덕분에 처음 접하게 되었어요!! 이렇게 편리하고 빠른 교통수단을 추가해주셔서 너무 감사합니다ㅜㅜ 단거리 이동할때 정말 좋습니다!!! 앱 ux도 편리하고 최고네요!! 지정 주차장이 늘어났으면 좋겠습니다 ㅎㅎ 수고많으세요 화이팅!
11,김관오,13/05/2019,5, 아주아주 편리하게 사용하고있습니다. 아쉬운점은 다른 업체에비해 저녁에 사용을 못한다는점이 조금 아쉽네요. 그부분도 개선해주셨음 좋겠습니다. 가까운거리 버스타지않고 킥고잉 사용하는게 훨씬 편하고 좋네요 ㅎㅎ
13,Andy Park,13/05/2019,5, 간편하고 좋습니다. 아침에 역쪽에 수량을 더 많이 배치해주시면 좋을것 같습니다. 그리고 잠시 편의점이나 약국에 들어가면 자동으로 반납되어서 약간 당황스럽더라구요. 잠시 떨어져 있을때 반납 안되는 기능도 있으면 좋을것 같습니다.
14,남정현,13/05/2019,5, 아주 좋습니다. 다만 커버리지가 조금만 더 넓어졌으면 좋겠습니다. 커버리지 이탈시에 바로 제한이 이루어지는게 아니더라구요. 잘 나가길래 이탈도 모르고 꽤 멀리 갔는데 알람이 울리면서 느려져서야 알았습니다. 그 무거운거 끌고 다시 커버리지.안으로 가느라 좀 힘들었습니다.
15,Woo Won Kwon,13/05/2019,5, 처음 이용해봤는데 편하네요. 다만 킥보드 자체를 아예 처음 타는 사람들에겐 위험할 수 있겠다는 생각이 듭니다. 킥보드 이용에 대한 안전 교육과 킥보드에 대한 인식 개선이 필요할 듯 싶습니다.
20,김경민,13/05/2019,5, 역 근처에서부터 탄천길따라 도착지까지 킥고잉타요! 튼튼하고 충천도 상시 되어있고 브레이크감도 좋고!꾸준히 기기도 새로나오는것 같고 (물론 가끔 예전부터 운행된 듯 기스있고 손잡이 고무가 탱탱하지 못한걸 발견해서 탈때는 내심 최근 것 없나 두리번 거리게 되지만) 꾸준히 관리되고 있는게 느껴져요!! 잘타고 있어요 감사합니다! 10분쿠폰이 저에겐 감사이지만 5분이든 10분이든 매일 나오는 쿠폰이 엄청난 행복이라 오고갈때 다 타고싶고 타게되는 마력이 있으니 이벤트 자주 많이해주세여 :>
25,hye ri Shin,13/05/2019,5, 저는 좋았어요. 강남쪽에서 출장이 잦아서 맨날 택시나 버스타면 너무 오래걸렸거든요. 강남역으로 갈 때는 사람이 너무 많아서 위험했는데 논현이나 신사쪽으로 가는 건 사람도 없고 도로도 좋아서 진짜 재밌게 다녔습니다~
27,이성우,13/05/2019,5," 작년에 강남에생겼을때부터 신기해서 이용했는데 이용자들 피드백을 빨리 반영해서 좋았어요. 원래 신촌에서 연대안까지는 못갔는데 학교안에서 사용할수있으니 언덕갈때 굉장히 편하고 숨도안차고 그러네요 ㅎ 하지만 킥보드관련 법도, 킥보드타는문화도 제댜로정착안된상태에서 보급만 되고있어서 좀걱정이네요 올바른 문화정착을위해 킥고잉이앞장섰으면좋겠슴다~"
29,Pyeongguk Lee,13/05/2019,5, 걸어서 30분 걸리는 거리를 이거 타면 15분 정도에 갑니다. 중간중간 신호 기다릴 때 돈 나가는게 아깝긴 하지만ㅜㅜ.. 주행거리 요금을 매기는 쪽도 생각해주시면 좋을 것 같네요.
42,이재욱,13/05/2019,5, 45세에 처음 새로운 것을 시도하다. 기대한 것보다 아주 재미있게 탔습니다. 저는 홍대입구역에서 세브란스병원까지 쓩~~ 결제절차도 생각보다 간편합니다.
51,Taehoon Roh,13/05/2019,5, 정말 편하게 잘쓰고 있어요~ 가격이 좀 비싸지만 다양한 이벤트들로 잘이용하고 있습니다. 다른 공유킥보드보다 속도가 빨라서 좋네요!
57,Heena Kim,13/05/2019,5, 아침 출근시간이 넘나 즐거워요 ㅠㅠ 덕분에 출근시간 단축 개꿀♡ 여름이나 주말에는 운영시간이 조금 더 길었으면 하는 작은 소망이 있어영;-D 여튼 킥고잉 앞으로 더 자주자주 애용하겠습니닷!!
59,킴커피,13/05/2019,5," 다른 킥보드들 보다 가벼워서 좋아요. 기본 가격은 좀 있지만 다양한 쿠폰 이벤트로 좀 더 저렴하게 이용할 수 있어서 유용하게 쓰고 있습니다. 여전히 표시된 장소에 가도 킥보드가 없는 경우가 종종 있는데, 주차표시 인근 00m이내가 아니면 반납이 안되도록 해보는건 어떤가 싶어요. 나중에 어떤 형태든 대중교통이랑 환승할인되면 진짜 좋겠어요."
66,윤수하,13/05/2019,5, 솔직히 킥고잉이 분포도나 배터리에의한 사용 가능 여부등등 다른 킥보드에비해 제일 월등해요. 저는 나와있는거 다 쓰는데 결국 킥고잉이 제일 편하다는 결론이 나네요. 저녁(?)까진 아니더라도 어둑한 오후에도 안전히 탈수있게 라이트 정도 앞에 그리고 킥보드 뒤쪽에 들어오게 할 수 있으면 좋을것 같습니다. 쿠폰 자주 주세요 ㅎㅎ 열심히탈게요
67,Sanghoney,13/05/2019,5," 경쟁업체도 많이 나오는 현시점, 한국에서 시행한 첫 전동킥보드 플랫폼서비스로서 대만족입니다! 좋은서비스로 나날히 발전하길바랍니다! 응원합니다!"
68,박지은,13/05/2019,5, 만족하며 사용중입니다. 제가 쓰는 지역에 경쟁사들이 생기니 비교하게 되는데 안전과 고객응대는 킥고잉이 제일 나아요. 반납할 때 앱 연결이 불안정한 것만 개선하면 좋겠어요!
77,강성진,13/05/2019,5, 저는 딸과 함께 레저로 즐겁게 타고 있습니다~~^^ 늘 가까이에 있어서 편리하고 수동 브레이크가 있어서 안전해서 좋아요 이벤트도 있어서 저렴하게 사용할 수 있어 더욱 만족스럽습니다
81,Jongmin Park,13/05/2019,5, 좋아요~! 요즘 신촌이나 홍대 나갈일 있으면 자주 이용해요~~! 저녁시간에 두시간 정도 이용시간 늘려주실수 없으신가요~?
86,조수정,13/05/2019,5, 너무 재밌어요. 이용방법도 쉽고 편리해서 정말 자주 이용해요! 속력도 많이 나고 힘도 좋아서 오르막길도 잘 올라갑니다 킥고잉 덕분에 새로운 취미가 생긴 것 같아요 ㅎㅎ
88,김다희,13/05/2019,5, 요즘 이거없으면 출근 못해요 집근처가 역까지 너무 멀고 버스는 안다니고 매일걷기 힘들었는데 킥고잉 덕분에 완전 삶의 질 향상 되었어요! 다만 찾기가 너무어렵고 지도 위치가봐도 없는경우가 반이라 개선해주시면 더 좋을것 같아요
89,남은지,13/05/2019,5, 너무좋아요 걷는 속도보다 세배는 빠르게 도착해여 학교갈때 지하철 놓칠것같을때 재빠르게 앱켜서 큐알코드 인식시키고 신나게 타다가 도착해서는 씡 띄어가면 자동반납!! 큐알코드 인식 엄청 빠르공ㅅ~ 대수 더 늘어나서 스태이션에 고정적으로 한두대라도 꼭 있었으면 좋겠어요
100,eun young ku,13/05/2019,5, 단거리에 완전 강추! 버스 1~3정거장 거리는 킥고잉이 제일 빨라요!! 강추에욥!! 빠르게 모든 지역으로 확산되었으면 합니다!!
105,강신창,13/05/2019,5, 빨라 빨라 간편하고 좋아요..거기에다 다양한 체험쿠폰까지....이용할수 있는 개체수만 더 늘려주면 금삼첨화 일듯..회사마치고 급하게 핵교갈때..너무 좋아요..
106,jktiger k,13/05/2019,5, 아주 최고입니다! 킥고잉으로 육칠분 거리에 회사셔틀버스가 있는데 거기까지 가기 애매해서 어쩔수없이 다른방법으로 만원지하철타고 회사까지 다니다가 우연히 킥고잉 시도해봤는데 대만족입니다!
107,Alice K,13/05/2019,5, 버스 택시 지하철이 애매할때! 정말 최고입니다. 앞으로 더 많은 지역에서 탈 수 있으면 좋겠습니다!
109,Yoon Ju Kim,13/05/2019,5, 가까운 거리를 이용할 때 좋은 것 같아요! 30분정도 탄다고 따졌을 때 택시비보다 저렴^^ 얼른 이용가능 지역이 더 많아졌으면 좋겠습니다.
110,SOYOON KIM,13/05/2019,5," 너무 좋습니다. 신촌홍대여의도부근에서 타는데 출퇴근길에 잠시 타기에도 좋고, 주말에 자전거타듯이 놀기에도 너무 좋습니다."
111,박준영,13/05/2019,5," 현존하는 업체중에서 가격이 비싸지만 그만큼 킥보드 상태도 좋네요 속도감,잔고장없음,킥보드형태 다 맘에들어요 그리고 아침출근길에는 정말로 다른업체보다 주차가 잘되있다고 느껴져요"
120,SEO MISO서미소,13/05/2019,5, 항상 관리 잘 되어있고 간편하고 좋아요. 잘 이용하고 있어요. 이용범위가 쭉쭉 늘어났음 좋겠어요.
133,Jade Lee,13/05/2019,5, 퇴근할때마다 유용하게 사용중입니다. 쿠폰 선택여부를 반납시 선택가능하도록 바꾼다면 더 좋을 것 같습니다.
142,장웅,13/05/2019,5, 출퇴근때도 이용해봤지만 일하다가 바람쐬고싶을때 이용하니 좋더라구요. 근데 지도에서 킥고잉 위치 확인하고 찾으러 갈때 눈에 잘 안띠어서 헤매게 됨. 눈에 잘 띄는 표식을 부착하면 어떨까?
144,현동아,13/05/2019,5, 길가다가 보고 흥미가 생겨서 가입해서 타봤는데 퍼음에는 어려워서 잘 못하다가 계속 하니까 재밌고 편하네요!! 쿠폰써서 연습하니 연습 부족할 일도 없어서 좋아요 ㅎㅎ
151,Seungmo Kim,13/05/2019,5, 킥고잉 덕분에 시간과 비용을 많이 절약하고 있습니다. 킥고잉이 서비스 되는 지역에서는 그 어떤 교통수단 보다 빠른 이동을 보장하는것 같네요. 대략 3km 내외의 근거리 이동시에는 킥고잉이 최고~! 앞으로 계속적인 성장과 발전 기대할게요. 서비스 지역도 지속적으로 확대되었으면 하는 바램입니다.
154,김대환,13/05/2019,5, 간편하고 편리하게 잘 이용하고 있습니다. 특히 근거리 이동시에 시간을 아주 효율적으로 쓸 수 있어 좋습니다.
155,Junsang76,13/05/2019,5, 근거리 이동에 아주 잘 이용하고 있습니다. 보급이 더많이 늘어나면 좋겠어요!!
161,Jinsung Kim,13/05/2019,5, 좋아요. 그런데 한번 탈때마다 결제하는 방식이 아닌 내지갑에 일정금액을 넣어두는 방식이면 좋겠어요.
166,Junmin Chang,13/05/2019,5, 다른점은 다 좋은데 킥보드찾으러갈때 보다 쉽게찾을수 있게 앱에서 호출기능으로 킥보드에서 알림음을 울릴수있는기능을 더해줬으면 좋겠어요~
168,남상우,13/05/2019,5, 너무 편하고 좋습니다. 다른 회사에 비해 충전도 잘되어 있고 킥보드도 좋아요!!
171,Google 사용자,13/05/2019,5, 사용하면서 삶이 윤택해졌습니다 평생 이용하고싶을정도입니다 걸어서 30분거리 킥고잉으로 10분내로 갈 수 있습니다. 재밌는건 기본이고요. 피드백도 빨라서 오류 생겼었는데 금방 해결해주고 쿠폰도 챙겨주네요 킥고잉 번창하시고 항상 건강하시고 무병장수하시고 만수무강하세요
172,myeongha jang,13/05/2019,5," 사용의 편의성,나름 합리적인가격과 자주 하는 이벤트로 많은 할인,문제없는 즐거운 주행이 가능한 전동킥보드로 즐거운 이동 추운겨울만 아니라면 강추!"
177,Rang Lee,13/05/2019,5, 즐거운 출근길 출근준비를 마치고 킥고잉 앱을 엽니다 킥고잉을 찾아 타고 출근하는 동안 그간 대중교통으로 다닐때 몰랐던 구석구석 골목길도 다녀보고 바람도 맞고 즐거워죽겠어요
181,HR lee,13/05/2019,5, 생각보다 엄청 빨라서 놀랫써요 ㅋㅋㅋ 아무데서나 내려 놓을수있어서 좋아요. 한쪽에 밀집되어 있면 중간쯤에 주차장에 좀 옮겨 주셨으면해요.
187,송도율,13/05/2019,5, 완전 편리해요 시스템도 탄탄한듯...! 바이크 대수가 조금 더 늘어나면 좋을 것 같지만 지금도 유용하게 사용중입니다 ㅎㅎ
196,서정규,13/05/2019,5, 부산에서 올라와서 서울에서 공부하는 학생인데 정말 이고 덕분에 편하게 이동하고 있어요 가격도 싸고 이벤트도 많이 해요
199,윤보라보라보라,13/05/2019,5, 출근길이 놀러가는것처럼 편해져서 좋아요! 연동도 잘되고 위치도 잘 나와서 찾아서 이용하는데 편리하고 속도도 빠르고 재미있어요~!
204,박재홍,13/05/2019,5, 지하철이나 버스타고가기 애매한 거리를 가기에 딱 좋아요. 그리고 일단 타는게 너무너무 재밌어요ㅋㅋ
209,ES Y,13/05/2019,5, 다른 업체들보다 기기 힘이 좋습니다. 오르막길도 잘 올라가구요. 강추!
212,Fox Lim,13/05/2019,5, 킥고잉 덕에 지각을 모면한 게 몇번이나 됩니다. 지도에 표시된 곳에 가면 없는 경우가 가끔 있어서 이 문제만 해결되면 완벽할 것 같습니다.
216,신우성,13/05/2019,5, 다른업체 킥고잉보다 힘이좋고 배터리도 오래가요. 역시 업계1위! 킥고잉매니아 입니다!
221,Lee Dong-joon,13/05/2019,5, 완전 좋아요! 주로 활동하는곳에 많이 분포되어있어서 늘 편하게 이용하고있습니다!
228,정우영,13/05/2019,5, 저에게 있어 첫번째 공유킥보드로서 만족도가 굉장했습니다^^ 지금은 경쟁업체의 할인행사나 무료행사가 많지만 가격정책이나 할인이벤트를 지속적으로 해주신다면 결국은 킥고잉으로 돌아오지 않을까 합니다^^
233,딩딩딩,13/05/2019,5, 출퇴근용으로 사용하고 있는데 너무 좋아요. 버스 기다리지 않아서 지루함도 없고요. 더 흥하길 바랍니닷.
239,징징,13/05/2019,5, 정말편안합니다!! 단거리 이동에는 가장좋은 이동 수단인거같아요!!
242,유지석,13/05/2019,5," 전동 킥보드 3개 브랜드중 가장 속도도 괜찮고, 안정적인것같아요! 자주 이용하고있습니다~!!"
243,주성완,13/05/2019,5, 잠실 부근에서 퇴근시간에 이용하는데 너무 유용합니다. 다른 장소까지 더 확대되었으면 좋겠습니다
259,진용현,13/05/2019,5, 학교다니면서 너무 잘쓰고있어요~대여도 너무 편하고 이벤트도 많이해서 너무너무 좋아요!
260,김철운,13/05/2019,5, 진짜 최고에요 마포 사는데 집에서 학교 가거나 다이소갈때 전철역갈때 이동수단으로 최곱니다 사람들이 신기해하는 눈으로 쳐다보긴하는데 관종이시라면 무조건 ㅊㅊ
264,지우빈,13/05/2019,5, 킥고잉 덕분에 지각 면한 적이 한두번이 아님..개꿀! 홍대역에 더 많이 구비해놔주세요!ㅠㅠ
265,유경진,13/05/2019,5, 대박 좋아요! 대중교통이용하면 사람도 많고 낑겨다니는거 불편했는데 킥고잉 타고 눈썹 휘날리며 봄바람 느끼니 기분도 쵝옵니다ㅋ
272,Nari Park,13/05/2019,5," 너무재밌고, 빨리 목적지에 가는게 넘 좋아요! 강남에서 역과 역 사이 가기 좋은듯~"
274,Jimin Kang,13/05/2019,5, 출근이 킥고잉을 타기전과 후로 나뉘게 된 것 같습니다. 훨씬 오전시간을 단축할 수 있게 되었고 타는재미가 어마어마합니다.
275,김영민,13/05/2019,5, 잠실이고 간혹 급할때마다 사용하는데 고장도 거의 없고 아주 좋아요. 대신 출근 길엔 없는곳은 자주 없어서 늘렷으면 하네요
287,엄우성,13/05/2019,5," 지하철역이나 버스정거장까지 가기 애매한 거리 갈때 매우 유용함, 다만 반납시 매끄럽게 종료되지 못하는 점은 아쉽다"
295,김영신,13/05/2019,5, 타본사람은 또 다시 찾게된다는걸 부정할수없네요 어플 서비스도 괜찮아져서 갈수록 더 기대됩니다.
298,이윤웅,13/05/2019,5, 역삼동살면서 역삼동으로 출퇴근하는데 진짜진짜좋아요ㅎ 아시다시피 오르막길이 꽤있어서 힘들었는데 정기권같은거도 있었음 좋겠어요ㅎ
299,헤지스피즈,13/05/2019,5, 다른 킥보드 어플보다 위치정확도가 높고 기계 작동상태가 좋습니다. ㅎㅎ 킥보드 대수와 사용시간이 개선된다면 더 좋을것 같습니다!
302,Jaehyun Ko,13/05/2019,5, 택시보다 싸고 빠르고 재미있다!! 서비스지역 늘려주세요~!!
308,in spring,13/05/2019,5, 가까운 거리 이동하기에 편리해요~ 서비스 가능 지역을 더 늘려주세요!
311,최재완,13/05/2019,5, 제가 생겨날때부터 이용했는데 킥보드도 훨씬 많아지고 서비스도 너무좋아져서 계속 킥고잉만 이용하고있습니다!!!!!
313,문영제,13/05/2019,5, 아주 만족스러워요. 매일 5분씩 무료쿠폰 줘서 잘 사용하고 있습니다.
318,김상현,13/05/2019,5, 자주는 아니지만 가큼 이용합니다 회사가 지하철 내려서 20분정도 걸어야 하는곳인데 킥고잉으로 편하게 출퇴근이 편해졌어요
335,Peter Oh,13/05/2019,5, 너무좋아요! 다른경쟁사에 비해 기계가 부드러워요! 충전도 자주 되는것같구요!
336,김정윤,13/05/2019,5," 홍대에서 자취중인데, 가까운거리 빠르게이용할수있어 편하게 사용하고 있습니다 ^^"
340,Robin,13/05/2019,5, 보통 10분미만으로 쓰는경우가 많은데 기본요금이 천원이다보니 사용하기 꺼려지는건 있네요 그렇다고 몇백원 요금 받기도 좀 그럴테니 이해 되는 부분입니다
344,ttolly 23,13/05/2019,5, 학원에 가거나 10분에서 20분정도 거리는 킥고잉을 타고 가면 되서 너무 좋아요~^^
349,츄츄기,13/05/2019,5, 킥보드 대여 어플중 최고에용 ! 킥고잉만 쓰고있어요! 쿠폰도 자주줘서 더 좋은거같아요
360,백,13/05/2019,5, 너모 잼써요! 일중에 은행업무보러가거나 출퇴근시좋아요ㅎㅎ 근데 사용범위를 더 늘려주심좋겠어요ㅠ
368,chloe Seo,13/05/2019,5, 어플이 가볍고 안정적이어서 특히 좋습니다. 기기도 타사에 비해 안정감 있고 편해요
370,박kuoooi,13/05/2019,5, 정말편리하고 애용하고있습니다^^ 킥고잉이 특정시간에 한곳에몰리는 현상을 해결해주셨으면 좋겠습니다
373,최준환,13/05/2019,5," 정말 편리합니다. 홍대에서 주로 타는데, 더 확장되길 기대합니다."
375,최성용,13/05/2019,5, 전동킥보드 재미로 쓰는가격에는 좋은거같아서 한번씩 쓰게되네요 멀리까지 나가시는분들도잇고 좋은거같아요
378,이정우,13/05/2019,5, 어디 빨리 가야할때 매우 편리하며 주변에 많아서 이용하기가 좋고 사용 방법도 매우 쉽다
384,윤지원,13/05/2019,5, 출퇴근할때 시간 아끼고 정말 좋아요!! 쿠폰도 자주 많이 줘서 자주 이용할 맛이 나요:)
386,원도식,13/05/2019,5, 저는주로 지하철역에서 출근할때 사용하는데 너무유용하게 쓰고있어요
387,김병건,13/05/2019,5, 진짜 너무 편하고 실용적이에요!!! 사용가능범위가 전국으로 퍼졌으면 좋겠어요!!!
388,DEL Official,13/05/2019,5, 킥고잉 등굣길에 지각할 것 같을 때 너무 잘 쓰고 있어요 !! 감사합니다 킥고잉 흥해라 !
389,최수호,13/05/2019,5, 학교가는길에 써봤는데 너무 편리합니다 다만 매일 놓여있는 자리가 달라서 좀 아쉬워요 ㅠ
392,손석우,13/05/2019,5, 정말 좋아요! 잘 이용하고 있습니다. 덕분에 빠르고 편하게 다닐수 있게 되었네요
394,유동훈,13/05/2019,5, 이런게 필요했는데....정말 이런더운날에 최고에요....!
398,김준규,13/05/2019,5, 너무 잘쓰고 있습니다. 진짜 최고인거 같아요!!
402,Seon Woo Han,13/05/2019,5, 너무 재미있고 특히나 멀지 않은 거리를 급히 가야할 때 완전 유용해요!!
403,김창영,13/05/2019,5, 바쁜 출근시간에 빠르게 회사까지 가서 참 좋았습니다. 앞으로도 자주 이용할 계획입니다
412,Jelatle park,13/05/2019,5, 굉장히 편리하고 킥보드 관리도 잘하셔서 잘 이용하고 있습니다.
427,김대중,13/05/2019,5, 너무 편해요 ㅋㅋ 앱도 사용하기 편하구요 서비스지역 더많이 확대되었으면 좋겠어요^^
435,김현규,13/05/2019,5, 예전보다 더 반응속도도 빨라지고 좋은것같아요. 계속 쭉 이러길 ㅎㅎ
440,박윤성,13/05/2019,5, 판교의 마이크로 모빌리티를 선도하는 킥고잉 미세먼지 타파 시간절약 기동성 뿜뿜 사용 너무 간편해요!
446,권준현,13/05/2019,5, 디자인 좋고 출력 좋고 안정적이에요. 버그난 킥보드에 대해선 환불도 빨라서 좋아요
451,핑키,13/05/2019,5, 피드백도 빠르고 가까운거리사용으로 최고 출근할때마다 탑니다!!
453,Wat2win,13/05/2019,5, 쉽게 탈수 있어서 좋아요! 다만 gps가 좀더 정확하면 좋을거 같아요
454,핵심기억,13/05/2019,5, 편리하고 좋아요~서비스 지역이 더 넓어지면 좋을것 같아요ㅋ
456,김용택,13/05/2019,5, 지도가 좀 애매한 부분이 있지만 그거말곤 만족스러워요~
464,ridirf ki,13/05/2019,5," 진짜 너무 유용하네요 짧은거리 다닐때, 특히 학교 오고 갈때 정말 좋네요!!"
465,김민식,13/05/2019,5," 강남구에 3개업체 있는데, 킥보드 상태나 상황처리가 킥고잉이 제일 낫네요."
470,이광규,13/05/2019,5, 출근시간에 주로 이용하는 편인데 사용자수가 많이 늘어나는만큼 킥보드 댓수도 늘렸으면 좋겠습니다.
474,김원칠,13/05/2019,5, 킥고잉을 통하여 요즘 출.퇴근이 너무 편해졌어요~~최고!
476,김윤회,13/05/2019,5, 너무 잘 이용하고 있습니다 구역만 조금 더 넓어지면 좋을거같아요
484,이민수,13/05/2019,5, 진짜 소소하게 삶의 질을 높여주는 킥고잉입니당 !!! 넘 죠아요 <U+2764><U+2764>앞으로도 잘 부탁드려요
486,안지훈,13/05/2019,5, 너무너무좋고 다른 어플들보다 킥보드 위치도잘나와있어서 매우만족하며 씁니당
492,하유선,13/05/2019,5, 애매한거리 이동할때 너무너무 편하게 잘 쓰고있어요!! 킥고잉 짱
494,송영일,13/05/2019,5, 일단 편합니다 버스가 잘안다니는데 쓰기도 좋고 근데 워낙 이용자가 많다보니 하나 타기 힘드네요 대수를 좀 늘려줬으면 합니다
508,JH PArK,13/05/2019,5, 교통체증심한 서울권에선 정말 편하고좋네요 사용시간하고 경기도까지 늘려주면 좋을듯
509,조은샘,13/05/2019,5, 잘쓰고있어요 사용구간을 더 넓혀주세요♡ 고고씽보다 킥고잉이 훨씬 좋아요
514,안준용,13/05/2019,5, 재미잇어서 매일 집갈때 타고다니는데 너무좋습니다 조금더 킥보드 수가 많아졌음좋겟네요
520,리메튜,13/05/2019,5, 세상 유용해요 특히 요즘같은 여름에 넘나 편리해요 번창해서 지방까지 널리 퍼지길♥
524,Chan-Goo Lee,13/05/2019,5, 너무 편합니다! 좀 걷다가 길가에 보이면 바로 이용중입니다.
529,Yachai Cho,13/05/2019,5, 다른 킥보드보다 안정감있게 탈 수 있고 주위에 많아서 좋아요.
532,김영석,13/05/2019,5, 다른어플에비해 GPS정확도도 좋고 기기도 빠르고 가볍고 심플해서 좋아요
535,유태준,13/05/2019,5, 걸음 20분 거리정도 되는거리 타고다니니까 너무 편해요 !
544,최인호,13/05/2019,5, 여러번 이용했는데 참 유용하게 사용하고 있습니다^^
551,엄요한,13/05/2019,5, 출퇴근길마다 너무잘쓰고있습니다!!너무 편하고 좋아요
552,HJ SEON,13/05/2019,5, 너무 편하고 걸어가긴 멀고 버스/택시 타긴 가까운 거리 이동에 좋아요
555,조선희,13/05/2019,5, 편리하고 승차감 너무 좋아요 더많은 지역에 생겼으면 좋겠어요!
562,haekyoung kim,13/05/2019,5, 아침에 집에서 지하철까지 출근거리가 15분정도 걸어가는데 아주 딱입니다
567,김가람,13/05/2019,5, 출근할때 매일 이용해요 근데 킥보드 찾기가 힘들어요.. 댓수를 늘려줬으면 좋겠어요.
569,이다혜,13/05/2019,5, 직접 타보니 훨씬 재미있고 안전해요!! 킥고잉최고ㅎㅎ
573,윤자운,13/05/2019,5, 엄청 좋았어요 지하철이랑 집이 먼데 왔다갔가 버스보다 편리 한거 같아요~
576,오재형,13/05/2019,5, 차바꾸려고 고민하다가 킥고잉 알고나선 바꾸고싶은 마음이 사라짐. 건물안으로만 들고기지 마세요
577,민경훈,13/05/2019,5, 어플에러도 잘 없고 다른어플에 비해 충전상태도 양호해서 좋아요
581,양기훈,13/05/2019,5, 택시나 버스로 출근하기 애매한거리였는데 킥고잉이 신세계네요 굿뜨~
583,신지환,13/05/2019,5, 덕분에 등굣길이 편해졌습니다ㅎㅎ 다들 꼭 안전운행하세요~
584,김진혁,13/05/2019,5, 킥고잉이 최고! 대수도 많아져서 타기 너무너무 좋아요!
586,채용호,13/05/2019,5," 판교에서 이용중인데, 근거리 이동에 너무좋아요~"
589,천영애,13/05/2019,5, 회사 동네에서 제일 그나마 정확도 높고 많고 충전 제대로 되있는 킥고잉!!!!
591,황순원,13/05/2019,5, 가까운 위치에 있어서 타기도 편하고 조작법도 쉬워요!!
593,김민균,13/05/2019,5, 항상 잘 이용하고 있습니다 너무편해요ㅎㅎㅎㅎ
595,김준우,13/05/2019,5, 언제든 편하게 이용할 수 있어서 좋습니다!
596,구글번역자 Google Translater,13/05/2019,5, 항산 편리하게 잘 사용하고 있습니다. 감사합니다!
609,신중언,13/05/2019,5, 짧은 거리 이동할 때 타고 다니는데 저렴하게 타면서 스트레스도 확 풀려요!!
610,Jk Lee,13/05/2019,5, 아주 편리한 교통수단이 탄생했네요ㅎㅎㅎ 넘 좋아요
616,PICH You,13/05/2019,5, 너무 재미있어요 20~30분갈때 좋네요~~
622,JinHo seon,13/05/2019,5, 역까지 꽉찬 마을버스 타면서 힘들게 갔는데 킥고잉 이용하고 너무 좋아요 더 빠르고 더 싸고!
625,young hoon Hwang,13/05/2019,5, 데이트할때 굿이에요 제자리에만 있으면 좋은데 숨겨두는사람 나빠요 ㅠ
626,순환임,13/05/2019,5, 진짜 편하고 버스.택시 타기힘든곳 편하게 갈수있어서 너무 좋네요
634,김동현,13/05/2019,5, 진짜 덕분에 항상 출퇴근길이 즐겁습니다 감사합니다 ㅠㅠ
637,이성경,13/05/2019,5, 택시보다 효율성이 높다! (가격.시간 둘 다)
640,김창호,13/05/2019,5, 정비중인것도 없고 다른데 것 보다 기종도 좋고 서버도 안정적입니다
643,ahwowo ahwowo,13/05/2019,5, 정말 좋아요~ 8시이후에도 사용가능했으면 좋겠어요
649,황재윤,13/05/2019,5, 가장 괜찮은 킥보드 기종 상대적으로 안정적 앱 상대적으로 비싼 요금 필요할 때 안보이거나 충전한다는 킥보드
652,김이슬,13/05/2019,5, 출퇴근길에 너무 잘 이용하고 있어요!
653,Han CheolHee,13/05/2019,5, 어플도 안정화되있고 사용하는데 불편함이없어요
655,Taegyu Yang,13/05/2019,5, 현재 전동킥보드 서비스 중 단연 으뜸입니다.
656,동항영어회화,13/05/2019,5, 정말 편하고 시원하게 이동할 수 있는 장비네요~~
659,ㅎㅌ,13/05/2019,5, 전동킥보드 공유서비스 중 제일 편하고 좋아요!!
661,최보고,13/05/2019,5," 판교로의 두번째 직장생활, 걷다가 킥보드를 만나면 출퇴근이 한결 편해집니다."
678,이정민,13/05/2019,5, 학교갈때 잠깐씩 타고다니면 진짜 잠도 깨고 재미있네요 친구들이랑 타도 너무좋은것 같아요
684,재민재민,13/05/2019,5, 너무너무 만족합니다 애매한거리 이동할때 너무 좋아요
688,한효창,13/05/2019,5, 말그대로 21세기의 축지법이에요~~ 너무 펀해욤 ㅎㅎ
689,고광영,13/05/2019,5, 편하게 잘 쓰고있어요 잠실역으로 출퇴근하는 석촌러...
695,박용식,13/05/2019,5, 출퇴근용으로 아주 잘 이용하고있어요~
