,name,date,score,comment
1330,이호승,14/06/2018,1, 가입도 잘안되는데 ㅡㅡ
534,So Jung Jung,15/06/2018,1," 아니 이런 리뷰 처음 남겨요.. 저번부터 너무 어플들어가는것도 느리고 오늘은 결국 제대로 빌려서 타지도 못했내요. 어플을 이렇게 느리게 
이렇게 만들어 놓으면 어떻게 사용하라는거죠 대체..? 오늘도 빌릴려고 30분 넘게 서있었내요 제 주변에도 여러명이 계속 서있더라구요.."
545,이상민,15/06/2018,1," 자전거는 좋은걸로 잘 세워놨으면서 왜 앱은 이모양임? 잘 켜지지도 않고 그냥 브라우저 창 열듯이 같다 덕지덕지 붙여놓은 것밖에 없음. 
앱은 그냥 외주로 잘하는데 좀 맡기는 게 나을듯."
554,조동휘,15/06/2018,1," 제발 전 버젼어플로 바꿔줘요 ㅜㅜㅜ 아니 지도는 왜 메인화면에 밖아놯고 스팟 이미지는 왜 이렇게 큰거에요.. 지도는 클릭하면 나오게 
해주시고 ui좀 저번 버젼처럼 간편하게 해주세요"
617,미루,15/06/2018,1," 지우고 다시깔아도 앱버전 체크시 오류가 발생했다고 강제종료됩니다. 평소에도 앱이 자주 충돌하고 반응속도가 너무 느려서 사용하는데 너무 
불편했는데 이제 아예 사용불가가되었습니다"
621,YH M,15/06/2018,2, 오늘 어플 바뀐다고 공지해서 다시 깔았는데 새버전 버벅이다가 지금은 app 버전체크 에러 나네요. 빨리 해결해주세요
622,Boram Shin,15/06/2018,1," 앱이 업댓되고 나서 더 구려졌어요! 투자한만큼 더 좋아져야 하는데 이전버전보다 더 구립니다. Ui이도 구리고 이전버전이 이쁘지는 
않았지만 간단하고 버그도 별로 없어서 좋았는데 지금 업댓되고 나서 엉망진창입니다 차라리 여러번 테스트를 하고 올리던지요!! 잘 사용하고 
있다가 지금 빌리는데 1시간이상 소요하고 있습니다 앱을 지웠다가 깔았다가 그래도 앱 오류창 안 없어집니다 빨리.개선시켜주세요!! 
정기권으로 타고 있는데 이렇게 못 빌리면 보상해주시나요??!!!!"
729,정병욱,15/06/2018,1, 원래 앱에서 잘타고 있엇는데 앱바뀌고 나서 아예 대여가 불가능함. 이럴거면 업데이트는 왜햇는지 모르겟음
735,Google 사용자,15/06/2018,1," 업뎃을하면 더 좋아져야 하는거 아닌가요. 포맷도 디자인도..하...정기권끊었던거 취소하고 싶어질 정도네요. QR코드로 인식해서 
대여하는거 메인페이지에게 잘보이게 빼주고 느려터진 지도좀 치워주세요."
766,Hyuncheol Shin,15/06/2018,3, 버그가 너무 많음. 방금은 앱 접속 불가 오류 떴네요
778,장재영,15/06/2018,1, ㄹㅇ 최악 앱 누구한테 만들게 시킨건지 모든 서울 시민이 사용할수 있게 만드려면 제대로 만들어야하는거 아닌가요
786,Gwangdo,15/06/2018,1," 어플 업데이트한 이후로 이용권 결제하려하면 이용권 쓰고 있는것도 없는데 이미 이용권 사용중이라고만 뜨고 결제 안되네요 그리고 위치 
꺼놓으면 gps실행 메시지 한번만 뜨게 해주세요 들어갈때마다 뜨는게 여간 귀찮은게 아닙니다"
799,Mr. R,15/06/2018,1, 따릉이 시스템자체는 좋은데 앱 업뎃되고 대여하기버튼도 못찾겠어서 들어와봤더니 나만그런게아니었다 ㅋㅋ 님들 걍 브라우저로 하셈
801,Inwoo Kim,15/06/2018,1, 아 진짜 이렇게 개판인 앱을 뭔 생각으로 업데이트 했는지 원  디자인은 무슨 7~8년전에나 보던 디자인이고  AppCompatActivity만 사용해도 구글 메터리얼 디자인이 적용되는데 그거 하나 넣는게 그렇게 힘드냐?  거기에 무슨 얼어죽을 앱 버전 체크를 하고있고 또 버전 체크도 안되서 앱이 실행도 안되고 지도 조금만 줄여도 앱 멈추고  뭐 제대로 되어있는게 하나도 없네 진짜
840,한소희,15/06/2018,1," 따릉이 애용가입니다 진짜 고작 자전거빌리는데 로딩시간이 이렇게 긴어플은 처음입니다 와이파이빵빵터지는데서 해도 로딩시간이 길고 결제수단 
입력도 이제 왜 핸드폰 결제안되나요? 자전거대여소 보는데도 지도에다가 모든 대여소 다뜨게 해놔가지고 기다리는데 한참입니다 어쩜 이렇게 
비효율적으로 개똥같이 해놨는지 개빡치네요 최악점수드립니다"
846,Aubameyang Arsenal,15/06/2018,1, 앱이 형편 없네. 내가 발꼬락으로 만들어도 이거보다 잘만들겠다. 세금쓸라면 제대로 써라.
862,준이,15/06/2018,1," 아니 갑작스럽게 패치하더니 인터페이스 바꾸는 건 그렇다쳐도 애초에 지도기반 대여소 조회는 느려터져서 터치조차 안되던건데 이걸로 
검색하게끔하면 어쩌잔겁니까;; 개발자분들은 이 앱 써보긴 하신건가요? 저도 관련 업종인데 이건진짜 아니죠;; 즐겨찾는 대여소는 조회도 
안되고 뭡니까;; 나 지금 한 시간 걸려서 따릉이 타고 집가야 하는데 어쩌라고요ㅠ!!"
877,Judy Park,15/06/2018,1, 나름 적응해서 쓰고있었는데 업뎃하니까ui도 그지같아지고 안먹어서 넘 불편함
892,박소정,15/06/2018,1, ㅋㅋ덕분에 지각 잘했습니다 업데이트도 안뜨는데 뭔 자꾸 버전오류야 ㅋㅋ어플 진짜 그지같이 만들어놓고
923,조<U+030A>아랴,15/06/2018,2," 업데이트 되고 안들어가져서 다시 다운받았는데도 안들어가지네요. 게다가 자전거모니터도 아예 데이터 오류로 켜지지 않으니 빠른 개선 
바랍니다."
955,Chuck Kim,15/06/2018,1, 와 지금 결제됐다고 문자왔는데 그이후로 먹통ㅡㅡ 분통나네 진짜 대학생들시켜도 이거보다 잘만들어
983,리자몽.,15/06/2018,1, 업데이트 이후 어플 실행도 안되고 로딩도 너무 길고 이용을 못하겠네요 빠른 수정 부탁드립니다
984,grace Choi,15/06/2018,1, 아니업데이트되고 30분지낫는데 자전거를못빌림....이게뭐임 짜증남 세금어따처먹음
1020,Google 사용자,15/06/2018,1, 따릉이라는 시스템은 정말 좋은데 앱이 쓰레기네요 앱을 뭐 이딴식으로 만들었는지 이용할 때마다 쌍욕나옴
1021,조동구,15/06/2018,1, 계속 오류나고 너무 느림 ㅡ.ㅡ
1022,박준휘,15/06/2018,2, 앱버전 체크시 오류가 발생했다며 열리질 않네요
1074,신동혁,15/06/2018,1, 도대체 어플개발은 누구한테 맡기는건지 노답
1086,이승원,15/06/2018,1, 앱을 열었는데 흰 화면만 뜨고 아무것도 기능하질 않습니다. 정기 6개월권 끊은지 얼마 되지 않았는데 얼른 고쳐주셨으면 좋겠습니다..
1130,환자Patient,15/06/2018,1, App오류... 쓸데없는 기능보단 본기능에 충실해주시길
1143,이정길,15/06/2018,1, 이거하다가 열뻗쳐서 오토바이삿다^^ 매연 추가요~
1158,Google 사용자,15/06/2018,2, 따릉이는 정말 좋은데 앱으로 스트레스 받아요 업데이트 왜 한건지.. 또 접속 안되네요
1201,Google 사용자,15/06/2018,1, 사업비 공개하세요. 대체 얼마주고 만들었길래 이 모양입니까?
1202,김지향,15/06/2018,2, 앱이 업데이트 되면서 더 느려지네요.. 이용법도 어렵고 결제도 안돼고.. 차라리 이전버전이 더 나은것같네요
1210,최창훈,15/06/2018,1, 테스트 안하고 개발하는듯..
1223,min kang,15/06/2018,3," 앱 업데이트 되고나서 오류계속 뜨고 실행자체가 안되네요, G6입니다"
1228,안은주,15/06/2018,2, 오늘부터 새 앱 나온다고 했는데 왜 똑같죠?
1232,정호중,15/06/2018,1, 실행 자체가 안되는데요?
1252,여인범,15/06/2018,1, 업뎃왜쳐한거냐 진심 답이없네 이놈들은
1261,백승주,15/06/2018,1, 왜이렇게 에러가 자주 나나요
1272,이진석,15/06/2018,1, 업데이트 새로하고 애지간히 로딩 느리고 버전 안맞다고 자꾸 튕김
1291,초록별엔진,15/06/2018,2, app 다시 설치하니까 계속 안들어가져요
1308,Google 사용자,15/06/2018,1, 완전 쓰레기.. 좋은 제도를 똥덩어리로 만들어버리는 앱.
1318,tv허밍선,15/06/2018,5, 지금 G7 G6 G5 폰에서 아예 접속안됩니당....고쳐주세요...
1335,백인겸,15/06/2018,1, 어플 좀 제대로 만들어줬으면...
1337,고예,15/06/2018,5, 앱버전체크시 오류? 이유가 뭘까요? 따릉이 좋아요
1338,임승,15/06/2018,1, 오류가너무 많아요
1383,맥치킨,15/06/2018,1, 새어플은 언제 다운 가능한가요?
1400,KJ Park,15/06/2018,1, 먹통입니다............
1623,에프킬라,15/06/2018,1, 앱 설치후 실행 하려 하면 APP 버젼 체크시 오류가 발생했습니다. 다시 연결 하겠습니까? 라고 뜨며 앱을 실행 할 수가 없습니다.
1636,김주성,15/06/2018,1," 무슨 업데이트를 하라던지 뭔 말도없이 앱이 처음깔때랑 바뀌고 빌릴라하니까 비밀번호 입력했는데도 카드대라고 하고 뭐하는거임...이제 
따릉이 좀 타고 출퇴근한지3일차인데 이딴식으로 막아버리네"
1647,Google 사용자,15/06/2018,1," 이거 완전 개 쓰레기네 왠만하면 이런거 안쓰는데 앱도 안켜지고 따릉이 고객센터 전화하니 전화 끊어버리고 안받고 걸어서15분이면 가는데 
이거땜에 여기서만20분걸림ㅋㅋ 대박 세금낭비 개 쩔음"
668,Holy Light,16/06/2018,1," 이걸 이용하면서 로그인에 30분을 잡아먹네요. 암 걸릴 것 같습니다. 프로그래밍 모르는 제가 지금 배워도 이것보단 잘 만들겠네요. 
친인척에게 수주를 줬냐고 의심받기 딱 좋은 앱입니다."
1367,러브캐논데일,16/06/2018,3, T머니로충전이사라짐
981,스피닝유단자,17/06/2018,1," 따릉이 6개월결재해서 타다가 1시간 초과되서 추가금 핸드폰으로 결제 완료했는데 추가금이 존재한다고 대여가 불가능하다고 한요 환불을 
해주던가 추가금을 받지를 말던가 내가 찾아간다진짜 전화도 잘안받고...."
538,Lesley K,18/06/2018,2," 웹에서라도 제대로 작동되게 해두던가.. 지도도 제대로 안 뜸. 차라리 오늘 이용이 불가하다는 공지를 앱에 띄웠으면 웹에서도 방황하느라 
시간 낭비할 필요가 없었을 텐데 관리자가 참.. 답답하네요."
552,daisy dana,18/06/2018,1, 정액결재하고 토욜1번타고 오늘퇴근때타려니 로그윈만 죙일걸려서 포기하고걸어옴.. 업데이트하려면 똑바로하든가..보니까 나만 그런거 아닌듯
553,황재현,18/06/2018,1," 공지라도 좀 해놓던가요...거지같이 업데이트 해놓고 로그인하는데 30분 넘어걸리고 계속해서 네트워크 오류... 어째해서 로그인까진 
했는데 지도 안뜨고 즐겨찿기 먹통이고...결국 한시간째 씨름하다가 지하철 타고 퇴근합니다..내일도 그러면 환불해야겠습니다.."
556,손수영,18/06/2018,1," 정말 앱이 최악이네요.. 따릉이 취지는 좋은데 앱개발자를 바꿔야되는거 아닌가요??? 앱개발업체를 바꾸던지... 차라리 그전의 앱이 더 
좋은데 왜 업데이트한건가요?? 자전거 한번 대여하려다 성질버리겠네요.. 쓸데없이 자전거 대여현황을 메인페이지로 해서 속도만 느리고 
데이터소모량만 많아요.. 자전거 대여소 앞에서 대여현황 완료되기만을 하염없이 기다리다 결국 포기하고 왔어요.. 속도 개선해주세요."
562,sunae yoo,18/06/2018,1, 앱 버젼 체크한다고 아예 켜지지가 않아요 지우고 다시 깔았는데도 안돼요. 내 옆에사람은 되는데 왜 저만 안되는거죠?
569,서정,18/06/2018,1," 따릉이 자체는 너무좋은데 어플 업데이트 진짜 시급해요... 결제도 너무 불편하고(카드사랑 연동 안되나요..) 어딜 들어가서 뭘 하든 
반응 속도가 진짜 느려서 충격적"
582,Google 사용자,18/06/2018,1, 개빡치게하네 뭔또 업데이트해서 접속하기 더어려워졌냐. 오류는 기본이고 혈압오르게 하네 자전거 하나 맞춰야겠다 그냥
585,Marco Paik,18/06/2018,1," 무슨 어플을 이리 불안정하게 만듭니까??? 어플이 동작을 안 해서 사용 못하는 경우가 한두번도 아니고!! 어플 관리좀 하세요. 돈은 
돈대로 내고 자전거 이용도 제대로 못하잖아요"
600,Hosung Kang,18/06/2018,1," 서버에 오류가 있다면, 홈페이지와 앱에 사용불가 확실히 공지하고 고객에게 안내하는 것이 우선이라고 봅니다. 문의가 많다고 아예 전화를 
차단해버리는 것은 고객센터의 업무라고 생각하기 어렵습니다. 홈페이지 찾아가 열심히 구매하고 통신장애라는 메시지만 반복해서 들으며 
정류장에서 시간을 허비한 고객의 입장을 생각하는 서비스가 되었으면 하네요."
674,Google 사용자,18/06/2018,1," 최악이네요 복잡한것도 아닌것 같은데 벌써 며칠째 앱이 제대로 안되는데 대책이 그렇게 어렵나요? 이런거 하나 제대로 못하면서 어떻게 
지금까지 유지하는지 경의롭네요"
689,김양수,18/06/2018,1, 그지같이 업뎃했네..도통 사용할 수가 없자나... 개발자 반성합시다. 세금 아깝다 정말
697,박동환박동환,18/06/2018,1, 업데이트하면서 문제생겼어여 수정해주세여 네이버지도 OPEN API 인증이 실패됬다는데 앱을 재거하고다시 깔아도 똑같은문제가 생기네여
723,Woody Lee,18/06/2018,1," 이 좋은 취지의 서비스를 앱과 서버가 다 말아 먹는 군요. 언제든 되어야 하는 신뢰성이 핵심인데 퇴근시간 수십분이나 먹통이 되다니. 앱 
쓰다가 별 하나 주기는 처음입니다."
734,김세호,18/06/2018,1," 제발 제대로 된 개선 좀...따릉이 앱이 불편해서 개인이 스마트 앱을 만들었다잖아요~~~~~~세금으로 국민들 위 해 만든거면 국민들의 
수준에 맞게 좀 만듭시다!! 당췌 고려시대 앱을 만들어 놓으면 어쩝니까!?"
749,SANG JIN Kim,18/06/2018,1, 앱이 먹통이 돼서 30분동안 길거리에 서있다가 포기하고 그냥 걸어갑니다. 홈페이지에서 대신 대여하라는데 홈페이지도 먹통이네요.
763,Subin Kim,18/06/2018,1, 네트워크오류로 로그인도못하고 이십분간씨름하다가 결국 지하철탐. 거지같이 느려터짐정말
768,임 화남짜잉,18/06/2018,1," 금일 업데이트 하고 앱켜지지도 않고 자전거 대여하는데서 1시간째 있다가 겨우 접속되서 통신오류 전화는 왜 안받는건지 열받아서 다시 
지하철타고 가는중 이럴꺼면 업데이트하지마요"
783,JAEYOUNG JUNG,18/06/2018,1," 아니 앱 첫 화면이 지도면 어떻게 하나요 로딩도 오래걸리고 외국인은 더더욱 어떻게 타라고 지도를 맨 첫 화면에 띄웁니까 잘 타고 
이용하고 다니던거 새로 바뀌고 로그인도 안 되네요"
791,심윤보,18/06/2018,1, 뭔 앱이안돼서 홈페이지로 갔더니 로그인도 안돼고 비회원으로 구매하려니까 회원은 로그인하래고 속터져 죽겠다 그냥 뛰어가지 짜증나 죽겠네
815,hana,18/06/2018,1, 세금 도둑이 어디 멀리있는게 아닙니다. 이따위로 만들어놓다니... 사기업이었음 너네 다 짤렸어...
818,지현김,18/06/2018,1, 거지같은 개발자들 다 짤라버렸음좋겠다 몇번째 시간낭비인지 이제 화가난다
822,Minjun S,18/06/2018,1," 네트워크 관리 거지같이하네 뭔놈의 사이트가 격일로 열리질않나 반납했더니 통신오류뜨고 연체료내라하고 잠겨서 꺼내지도 못하고 2시간동안 
쓰지도못하게하네 내돈내고 타는데 무료도 아닌게 타지도 못하게하내"
825,권혁진,18/06/2018,1, 이걸 프로그램 이라고 만들었습니까? 노트8사용하는데 자전거 앞에서 20분째 기다리는중 지내주꺼로 돌려줘요 기능은 안좋아도 그게 더 빨랐어
829,WS C,18/06/2018,1," 무슨 이 어플만 네트워크 오류가 이렇게 많이나고 겨우겨우 결제는 됐는데 돈만 빠져나가고 이용권은 없는걸로 나오고 계속 렉걸려서 화면도 
안넘어가고 진짜 심하네요ㅡㅡ"
839,Onnuri Kim,18/06/2018,1," 결제만 되고 빌리는건 안됨ㅋㅋ 장난하나ㅋㅋ 이럴거면 왜 만들었음? 담당자 얼굴 좀 보고싶네 이딴걸 서울시에서 만든 어플이라고 
내놓고싶나ㅋㅋ"
844,김지환,18/06/2018,1," 업데이트 이후로 계속 네트워크 오류 뜨고 너무 느리네요.. 뭐 이거 쓴다고 개발자님들이 볼지는 모르겠지만, 본다고 해도 개선하실지는 
더더욱 모르겠지만 혹시 몰라서 리뷰 남겨봅니다"
851,고석준,18/06/2018,1," 일주일에 한번은 오류나서 못 쓰는 앱. 이거 만든 개발자 초등교육도 못 받았나 아님 불만글 올라오는 난독증있는 환자인가 앱좀 제대로 
만듭시다"
861,JUNGMIN LEE,18/06/2018,1," 세금을 어디다 그렇게 낭비하면 앱을 이렇게 만들수 있는지... 하다못해 1인개발자가 혼자만들어도 이것보단 최적화 잘돼있겠다. 청문회때 
세금 어디에 그렇게 낭비했는지 어디한번 보자"
870,배영규,18/06/2018,1, 너무 느리다. 최악이다
878,JiHye Min,18/06/2018,1, 해도해도 너무하네요 지금 이걸 사용하라고 만든건가 왜 혼자 네트워크 오류에 로그인조차도 안되는지 진짜 성질나네요
893,JIHEE KIM,18/06/2018,1," 앱 자체가 너무 느리고 이용권 구매하기도 어렵고 힘들고 복잡하고... 한국사람도 쓰기 힘든데 외국인이 사용할 수 있나요? 개발자님들 
분발 부탁드려요..ㅠㅠ"
895,펭란,18/06/2018,1, 앱 계속 로딩 하고 30분이상 로그인 오류 몇번 뜨니까 결국 자전거 못타고 걍 버스 타고 퇴근 합니다 욕 나오려고 하네요
911,Google 사용자,18/06/2018,3, 아지금 머하자는거이여 ..ㅡㅡ 아 환승할랬는데 아 ㅠ 진자 업뎃하고나서 더안돼고 장난해여지금? 전화도안받고 진자 ㅡㅡ
925,별사탕,18/06/2018,1," 이건뭐 앱이 연결이 되야 자전거를 빌리든 뭐든 하지요. 왜 업데이트를해서.. 안하느만 못한걸 해서 사람들이 자전거 빌리다가 
2~30분만에 다 그냥 갔어요!! 뭡니까!!!"
934,신현솔,18/06/2018,1, 따릉이 지금 다오류나고들어가 지지도않고 자전거도 응답안합니다 어떻게해요 이거
939,김지수,18/06/2018,1, 아니..왜 되지를않는건데..
948,전승호,18/06/2018,1, 계속접속도안되는데 출퇴근에이용하라니;; 30분동안시도하다 데이터만다날리고 스트레스만쌓였네!!
949,콩떡인절미,18/06/2018,1," 앱은 먹통, 웹도 통신장애로 안될거면 미리 공지라도 하든가 ㅋㅋㅋ 앱 개선했다고 한동안 이용 안될거면 왜 앱 개편했죠? 확실히 통신 
문제 없게끔 개발하고서 업뎃을 하든지.. 이도 저도 아닌데 뭐하자는건가요 원래도 구렸지만 이럴거면 안하느니만 못함ㅋㅋㅋ 개인 단말기 
문제인줄 알고 따릉이 앞에서 30분을 헤맸고 이거 타겠다고 일부러 돌아왔는데 덕분에 시간 다 버리고 더운 날 짜증 한 가득 
얻어갑니다^^ 제 일일권 요금 환불해주세요 문의전화도 연걸조차안되고 일왜이렇게하세요"
960,박성진,18/06/2018,2, 이번 업데이트 쓰레기임 대여수번호도 검새도 안되고 무조건 위치동의 해야만 쓸수있음 쓸때마다 다시 키고 끄기 개귀찮음
964,Google 사용자,18/06/2018,1, 앱도안켜지고 웹페이지도 심지어 먹통임 아예관리안하는듯 최악
967,Google 사용자,18/06/2018,1, 업데이트를 도대체 어떻게한건지 렌탈 진행이안되네 진짜 니네가 사람이냐
969,yoonah park,18/06/2018,1, 잘 이용하다가 이런 테러를 당하네요. 퇴근하고 싶다!! 웹에서도 안빌려져요 지도가 안 떠서!
997,David Kim,18/06/2018,1, 왜 이리 앱고장 많아요? 아까운 내 정기권.. 뭐 타라고 산건지.. 기부하라고 산건지.. 에휴.. 뭐하자는건지..
1005,Google 사용자,18/06/2018,1, 오후5시까지는 자전거 타다가 반납하고나서 다시 결제할려고 따릉이 들어갔는대 오류가 뜸 빨리 고쳐주세요
1009,위은복,18/06/2018,1, 아 앱이 버전체크한다고 켜지지도 않네요ㅡㅡ 내정기권
1018,Jenny Lee,18/06/2018,1, 아놔 업데이트 왜 이따위로 해서 빌리는데 백만년이예여
1032,이호석,18/06/2018,1, 그냥 놔두지 왜 업데이트 해서 더 불편하게 만드냐....
1033,정벙수,18/06/2018,1, 진짜 이런걸 어플이라고 만들었냐 뭐만하면 에러뜨고 ㅡㅡ
1034,이상오,18/06/2018,1, 업데이트 뭐같이 해놨네 ㅎㅎ 못빌려 발적화
1049,Vanill,18/06/2018,1, 이런개뭣같은거받아처먹고세금처먹냐
1057,YI Jeon,18/06/2018,1, 업데이트하고 안되는 경우를 만드면 어떻게 이용하라는건지... 업데이트를 하지를 말지
1079,Google 사용자,18/06/2018,1," 업데이트를 할거면 사전에 테스트를 제대로 진행하셔야죠 퇴근길에 이용하려고 결제한건데 사전 공지도없이 퇴근시간에 통신오류가 나면 
어떡하나요 고객센터는 전화도 안받고 여전히 어떠한 공지도 없고 한동앙 잘 이용했는데 실망이 이만저만 아니네요"
1080,꾸모리,18/06/2018,1, 제대로 테스트도 안해보고 업데이트합니까 정기권이 있는들 통신에 이상이있다고 사용을 못하는데 그게 정기권입니까
1085,이은기,18/06/2018,1, 안그래도 쓰래기 어플 업뎃하고 더 쓰래기 됐네 되게 좋아질거처럼 배너 엄청 띄우더니 똥만 싸놨네
1087,별하나별둘,18/06/2018,1," 5시35분쯤에 빌리는데만 30분넘게 걸려서소액결제 2000원결제되고 따릉이타고 오는길에 확인해보니 대여시간 1시간으로 되었네요 결제는 
2천원결제되고 , 7시 20분쯤 반납했는데 아직도 앱에서는 대여중으로 나오네요 ~~~ 머 이딴것이 있나요 ~ 전화하니 전화도 안받고 
짜쯩지대로네요 !!! 앱이라고 참 어처구니없게 만들어서 빌리고 대여하고 반납했는데 ~ 이런 엉터리 앱으로 멀하는겁니까 ~"
1088,소금약간,18/06/2018,1, 어째 갈수록 앱이 퇴보하냐 업뎃 전이 훨씬 간결하고 직관적이었음
1093,조정연,18/06/2018,1, 아니 지도가 안보이면 이걸 어떻게 빌리란거야ㅠㅠㅠㅠ
1123,민주화,18/06/2018,1, 진심 사기업이었으면 상상도 못할 수준의 업데이트 공무원이이래서 좋구나
1135,이종훈,18/06/2018,1, 이럴꺼면 개편하지마세요 진짜 화나네요
1136,신동선,18/06/2018,1, s9 버전체크 문제 해결 좀 해주세요.
1141,이재문,18/06/2018,1, Web 쪽 업데이트 되더니 더 안좋아졋네
1146,N Kang,18/06/2018,1, 로그인도 안되고 겨우겨우 로그인되니 큐알도 안 먹히고 빌리지를 못하는데 이거 환불하거나 연장해줘야 하는 거 아닌가요?
1149,벤닝인,18/06/2018,1, 아니 무슨 업뎃하고나서 로그인이 안됨?
1150,구데기,18/06/2018,1, 아니 접속조차 안되네ㅡㅡ장난하나
1153,윤두현,18/06/2018,1, 오류가 너무 많음 접속도 잘 안되고 오늘도 접속하는데만 30분 낭비함
1154,남헌우,18/06/2018,1, 이런것도 앱이라고 ㅡㅡ 아오
1157,Google 사용자,18/06/2018,1, 이거 업데이트를 어찌한거길래 이따구입니까 접속도 제대로 안되고 못 쓴날은 환불 받아야겠어요
1174,김지나,18/06/2018,1, 앱 안열려요 빨리고쳐주세요
1175,김나,18/06/2018,1, 업데이트가 얼마나쓰레기면 퇴근길에 빨리안가면 다 나가는 정류장에 자전거가 꽉차있음
1180,Yoshi Yoshi,18/06/2018,1, 결재 오류 많고 어플이 정신을 못차리네요 해결해주세요
1185,장효정,18/06/2018,1, 업데이트 왜했어요....켜지지도 않아서 한달권썩고있어..
1196,최성재,18/06/2018,1, 와우 어떻게 이렇게 못만들었죠 진짜 자전거 타려다가 자전거 만들어서 타는게 더 좋겠다고 생각하게 되네요
1205,김승우,18/06/2018,1, 개뭐같이만들어놧네 업데이트는왜한거야 되지도않고
1206,Google 사용자,18/06/2018,1, 전혀 안되네요 네트워크 오류 무슨 오류.. 계속 오류
1221,Google 사용자,18/06/2018,1, 계속 서버 오류 떠서 돈은 내놓고 자전거를 전효 쓰지 못하고있습니다.
1246,UPPER JET,18/06/2018,1, 왜 갑자기 휴대폰결제는 막아놔서 엿을 먹이노
1258,Kukjo Wang,18/06/2018,1, 업데이트를 쓰레기처럼했네 테스트도 안하냐
1268,EuiMok Lee,18/06/2018,2, 왜 접속이 안되죠?
1276,SSABU,18/06/2018,1, 아 잘쓰고있는거 왜바꿔서 안되고 퇴근도못하네
1278,김규범,18/06/2018,1, 세금도듁이 여기있었네
1283,Kiyeol Kim,18/06/2018,1, 테스트를 하긴 하나요? 속도는 더느러지고
1284,어수광,18/06/2018,4, QR코드 인식 성능이 좋아졌어요~^^
1287,Min Jae Seo,18/06/2018,4," 오늘 일단 앱 실행만 시켜봤는데 아주 좋아졌네요~ 일단 첫 화면이 아주 깔끔하고 로딩도 훨씬 빨라진거 같고요~ 다른 기능들은 아직 잘 
모르겠지만요~ 홈화면 들어가기만 하면 GPS 켤꺼냐고 계속 물어보는데 그것만 수정하시면 될 것 같습니다~"
1289,Google 사용자,18/06/2018,1, 정기권 구매하려해도 구매가안되요. 티지말란건가요?
1294,BK in Seoul,18/06/2018,1, 환불해주세요 에러가 나서 쓸수가 없어요.
1345,김영준,18/06/2018,1, 서버관리안하냐
1346,Google 사용자,18/06/2018,1, 앱 너무느려요
1354,김경아,18/06/2018,1, 열리지가 않아요.
1379,김혜진,18/06/2018,1, 업데이트왜함
1382,Teddy Lee,18/06/2018,1, 맨날징애
1386,강종욱,18/06/2018,1, 앱보다 웹으로 하는게 더 빠름...
1646,이은산,18/06/2018,1, 아니 서버 운영 어떻게 하는 건가요? 엡 로딩하는데 나무 오래걸리네요 자잔거 하나 빌리는데 뭐가 이렇게 오래걸리는지 욕이 다나오네요.
1657,블루스톰,18/06/2018,1, 도대체 앱개발을 이런식으로 하나요? 얼마전에도 그러더니...이용이 안되면 공지를 하던지..전화도 바로 끊기고..
1658,안효은,18/06/2018,1, 지금 오류 장난아니네요.. 한참 로그인 하다가 지하철 탓어요 이럴꺼면 왜 업데이트 한건지.... 정기권 끊은게 아까울정도...
1679,박정훈,18/06/2018,1, 제발...오늘거 환불좀요. 아이디는 있는데 왜 비번이 안찾차짐?
1690,Google 사용자,18/06/2018,2, 노트3사용자입니다. 자주있는오류같은데 안켜지네요;
802,유희정,19/06/2018,1," 세금 쳐발라만들었으면 좀 제대로 이용하게해주던가 왜쳐 탈수없게 땡볕에서 서있게만드냐 이게 뭐 어려운기술이라고 여직 버벅거리기나하고 
답답하다"
924,문성준,19/06/2018,1, 야 이거 따릉이 기다리느라 허비한 내 시간하고 이거 안된 정기권 및 버스비 물어내라
1121,이정필,19/06/2018,1, 있는앱이나 잘관리하시오 ㆍ어제오늘 혈압올라죽는줄알았소ㆍ개발자는어떻게선정한거요?!!
1311,Jiyoon Park,19/06/2018,1, 오늘은 로그인조차 안 되네요.
573,나기조,20/06/2018,3," 평소에는 잘 쓰고 있어요. 다만 오늘 2번 결제를 했는데 전부 돈만 출금되고 이용권은 발급되지 않았어요. 로그인을 하려고 4번 정도 
시도를 했는데 그것도 전부 오류로 되지 않았네요. 평소에도 결제과정이 불편하다고 생각은 해왔지만 공식어플에서 이런 오류라니요. 문의를 
어디로 해야할지 모르겠네요"
628,이레이첼,20/06/2018,1, 이럴거면 업데이트 왜했어요? 업데이트 하기전이 더 나아요. 맵으로 눌러서 빌리는거 너무 느리고 ..시간많이 들어요. 큐알코드인식 안됨ㅡㅡ
670,짹짹,20/06/2018,1," 이 뭐 물방울 클릭하면 대여가능 하다면서 물방울 뜨지고 않고요 ㅋㅋ뭐 이따구로 업데이트를 하셨대요??검색으로도 대여소가 안나오니 대여를 
할수가 있나ㅋㅋㅋㅋㅋㅌㅌㅌㅋ내 돈 내고 타지도 못하고 ㅋㅋㅋㅋㅋ 별한개도 아깝네요"
721,NaLy Kong,20/06/2018,1," 오늘 업데이트되고나서 굉장히 안되기 시작했음 1시간전까지만해도 잘 쓰다가 업데이트 이후부터 렉만 걸림 이 따위 엡을 왜 운영하는지 
모르겠어요"
