,user_name,date,rating,thumbs_up,review_text
252,lotus river,2019년 6월 30일,1,1,별하나도 아깝..앱 삭제 했어요..5년 그이후 지난뒤 다시 찾아올께요.앱좀 잘 맹글어놓으세요
253,장세민,2019년 6월 30일,1,1,관리하나도안하고 편의성개판이고 내가만들어도 10배는잘만듬
254,Wu Yijian,2019년 6월 30일,1,1,회원권 대여비밀번호를 입력했는데도 대여카드를 대라는 둥 어플은 먹통일때도 많고 누가 관리는 하는 건지
255,박재원,2019년 6월 29일,1,2,개 짜증너네 맨날 로그인오류 뜨고 로그인되지도않고;이러는데 어떻게따릉이를 이용해요?
256,금나와라뚝닭,2019년 6월 28일,1,1,0점 없는게 너무 서럽다ㅠㅠ 결제도 어렵고 등록도 어렵고 안되는거 겁나많은데 심지어 한시간에 천원... 경기도는 하루권으로 등록가능하고 핸드폰 결제로 쉬운데 제약이 너무많고 사용이 너무 어렵습니다. 이를테면 QR코드...
257,DAISY LUVIEW,2019년 6월 28일,1,1,거지같은앱 공무원들 돈 어디로 삐돌렸나
258,이정진,2019년 6월 28일,5,0,좋은데 없는곳엔 너무 없는 자전거
259,명수박,2019년 6월 26일,1,1,회원가입하여 로그인하려면 회원번호와 비밀번호를 입력하라고하네 입력하면 또입력하라고한게 끝이없네
260,주정규,2019년 6월 26일,1,1,어플 진짜 최악임. 개발자 바꿔버리던지 하셈. 따릉이는 좋지만 어플은 진짜진짜 최악. 개발자님 리뷰나 좀 보세요..
261,꼼닭,2019년 6월 25일,1,1,앱도 앱인데 사용자 문제가 심하네요. 고장났으면 고장신고좀 제대로 합시다. 고장난거때문에 돈날리고 시간날리고 뭐하는건지. 바람빠지고 체인빠진거 정상반납인양 넣어놓고 하..
262,나다가,2019년 6월 25일,1,1,놀라운 인터페이스~ 해당 어플을 내놓기까지의 과정들에 참여한 모든 관계자들에게 박수를~
263,서녕쓰,2019년 6월 25일,1,1,설치가 안됨 ㅠ
264,김재범,2019년 6월 25일,1,1,어플은 최악이네요
265,yujung kim,2019년 6월 24일,1,1,앱 세상 쓰레기 제발 개선 좀 해라 도대체 업데이트는 왜 한 하는지 모르겠네 1. 1분안에 자전거 못 가져가면 자동으로 반납되는데 자동 반납된 이후에 다시 지도 화면으로 안돌아가고 검색도 안먹힘 2. 자동로그인 따위 없고 로그인하다가 뒤로가기 버튼 누르면 또 로그인 해야됨 3. 앱 정상 종료는 한번도 해본 적 없음 홈 화면에서 뒤로 버튼 누르면 갑자기 저세상 화면 4. 내 주변에서 최초로 앱 깔고 따릉이 등록하면서 욕 안한 사람 없음 그만큼 한번에 되는게 없음 한 십분 심한욕 참아가면서 결제 마쳐야됨
266,lee marcelo,2019년 6월 24일,5,0,따릉이 대박
267,MM K,2019년 6월 24일,1,1,카드 등록해도 등록안되었다 나오는데 어떻게 이용할까요 걍 평점 그 수준입니다
268,황교성,2019년 6월 23일,1,1,로그인 계속 원만 돌아감 이런건 속도랑 안정성이 생명인데 쉣임
269,Juno park,2019년 6월 23일,1,7,너무 UI/UX가 쓰레기라 분노하는 경우가 많습니다. 너무 직관적이지 않고 사용하기 불편합니다. 개발자를 교체해서 UI/UX를 직관적으로 바꾸셔야할 것 같습니다
270,공중전,2019년 6월 23일,1,1,돈받아먹으면 자전거 관리 똑바로해
271,정재원,2019년 6월 23일,1,2,진짜 x같아서 못 쓰겠다. 쓸 때마다 열불나게 하는 시스템. 기껏 로그인 해서 대여권 사서 대여하려고 보니 잠금 해제도 안 했는데 0초 쓰고 반납 되는 어이없는 시스템. 천원도 날리고 시간도 날리고 기분도 날리고.
272,jy l,2019년 6월 23일,1,1,쓴만큼만결재하는 시스템이 필요해요 10분쓰고 60분 요금 내는건 아니라고 봅니다. 이용하고 싶어도 10분쓰고 차고지 찾아 대여하고 차고지찾아 반납하고 이런시간이 20분 소요 되고 요 결국 30분 도보 이용하게 되는꼴 싸구려 잊어버려도 좋은 자전거 구입하는게 시간도 절약 돈도 절약되요 대여하는데 핸드폰으로 결재하고 탑승까지 10분소요 즉 10분사용하기위해 불필요한 시간 1시간 소요되요
273,Campingshow캠핑쇼우,2019년 6월 22일,1,2,창피한 어플.. 할때마다 로딩화면 끝나질 않아 몇 번을 리붓해도..할 수 없이 할때마다 지우고 재설치에 이거 말고도 문제점이 한두가지가 아님. 요금재 설명도 없고..
274,고주형,2019년 6월 22일,1,2,어플자체는 쓰레기 그자체 하청이 어딘지는 모르겠지만 이따구로운영하면서 돈받는게 신기하네 욕먹고 오래살려고그러나
275,간트리서,2019년 6월 20일,3,0,"좋은 시도임은 분명합니다. 하지만 학교, 출근길이 많은 제 거주지에선 고정적으로 쓰고싶어도 자전거가 없어서 쓸 수 없다는게 아쉽네요"
276,문소영,2019년 6월 17일,2,3,결제 수단 개선 부탁드려요 ㅠㅠ 현재는 카드로 결제하려면 휴대폰 명의와 결제카드 명의가 같아야하는데... 휴대폰 명의와 결제카드 명의가 다른 사람은 이용권 결제가 불가합니다. 앱도 깔고 회원가입도 했는데 결제를 할수가 없어서 사용을 못하고있어요 ㅠㅠ
277,Jonghun Kim,2019년 6월 16일,1,2,끔찍하다. 공공기관에서 어플을 만들면 어떻게 되는지 제대로 보여주는 예시
278,스마일,2019년 6월 16일,3,1,가끔 접속이 안되는데 너무 답답합니다ㅠ
279,Jungeun Hwang,2019년 6월 16일,3,5,따릉이 몇 달 째 사용하는 중입니다. 갤럭시 기계로 어플을 열 때 로딩중이라고 하면서 작동을 안 하는 경우가 종종 있어요. 지우고 다시 깔아야 되더라고요. 또 오늘은 다시 깔았더니 설치가 안 된다고 해서 세 번 다시 받아 설치했어요. 따릉이는 어플 사용이 필수인데 이 부분 좀 꼭 개선해 주세요.
280,두리윤,2019년 6월 16일,2,1,자동로그인 좀 제발 되게 해주세요. 사기업 앱이었으면 하루만에 수정됐을 일.. 좀 더 지켜보다가 안되면 자전거정책과로 전화할랍니다
281,장형화,2019년 6월 16일,2,1,휴.
282,심정보,2019년 6월 16일,1,1,일요일 아침에는 항상로딩중 로딩중화면에서 계속 멈춰있어요 정말 타지도못하고 짱나네요 핸드폰을껐다켜도 그러고 휴 매주이러네요
283,강민영,2019년 6월 15일,1,1,접속도 안되고 쓰레기같이 만들어놧네 제대로 일해라
284,임사랑,2019년 6월 15일,2,1,제발 잘 연결되게해주세요ㅠㅠ 쓸려고틀때마다 무한로딩 하아...
285,jieun choi,2019년 6월 15일,3,1,따릉이 정말 좋은 생각이긴 하지만 사용하는 데에 개선이 많은 필요해보입니다. 일단 로그인 할 때가 제일 큰 데 저는 카카오톡을 통해서 로그인 하는 방식인데 로그인을 완료하면 카카오톡 메세지는 로그인 되었다고 뜨는 데 막상 따릉이 앱은 그 로그인 마지막 단계에서 넘어가지를 않아요. 최근에 발생한 문제고 일주일에 3번쯤 경험하고 있습니다.
286,punch taebo,2019년 6월 15일,1,1,자동 로그인을 체크해놔도 로그인이 자꾸 풀리네요 들어갈때마다 일일이 로그인 해야하니 너무 불편합니다 로그인 유지되게 해주세요
287,김용현,2019년 6월 14일,1,2,기능이 안될때가 넘ㅡ너무 많아요
288,Hyun Woo Lee,2019년 6월 14일,1,1,로그인 유지 안되고 결제하기 엄청 불편하네요 ㅡㅡ
289,Ellie Yoo,2019년 6월 14일,3,0,젊은친구만들었나..폰트가넘작아요. 야외에서보면 넘 작아서 가독성이떨어져요.
290,지광선,2019년 6월 13일,1,2,초등학생이 만들어도 이것보다는 잘 만들겠다
291,김재희,2019년 6월 13일,1,4,쫌 똑바로 만드세여; 욕나고게하네
292,김지희,2019년 6월 13일,1,3,따릉이 타려고 하는데 왜 안되죠 ㅡㅡ 아침에 바빠죽겠는데
293,윤서영,2019년 6월 13일,1,4,한번 네트워크오류로 튕기더니 아예 안켜져서 껏다켜보고 다시설치해서 겨우 접속햇어요 아침 출근시간에 뭔가요 이게? 한번튕겻더니 계속 접속이안되면 어떡하나요 앱을 이렇게 개발하면 어떡합니까? 엿먹은거같네 서울페이같은 이상한거 그만하고 지금하고잇는거나 잘하세요
294,Hyeon-Jin LEE,2019년 6월 13일,3,6,"매번 정기권 결제하여 따릉이 이용하는 시민입니다. 자전거 바퀴터지는일도 많고 체인이 풀려 사고가 날뻔한적도 많고 자전거상태가 좋지않아도 내긴 잘못고른탓이다 했습니다. 그런데 오전 출근시간에 앱 접속이 안되다뇨.. 자전거 버튼을 누르니 통신연결이 안된다고하며 등록한 카드도 먹히질않네요.. 이런 통신장애가 있으면 따릉이를 이용하는 시민에게 푸쉬알림이나 문자로 미리 공지를 해주셔야 대비를하죠.. 따릉이 대여소에서 버스정류장,지하철역까지 거리도 먼데다 왔다갔다 한 바람에 지각에 욕이란 욕 다 먹었습니다. 버스나 지하철은 교통에 불편이 생겨...전체 리뷰"
295,Se Yeong Im,2019년 6월 13일,1,3,따릉이는 좋은데 이 어플은 참.... 국가에서만든 어플이라는게 이따구이니 ......
296,초코슝이,2019년 6월 13일,1,4,아침출근시간에 따릉이 오류뜨면 어쩌자는겁니까 따릉이 타려고 여유롭게 나왔는데 접속오류라고 뜨면서 들어가 지지더 않고 나만 그런가 싶더니 따릉이앞에서 두세명이 더 그러더군요 접속오류안뜨게좀 해주세요 하다못해 출근시간에라도 안걸리게 해주세요
297,레알꼼수,2019년 6월 13일,1,3,왜 앱이 먹통이여 ㅡㅡ
298,자유분방TravelHA,2019년 6월 12일,1,2,이걸 쓰라고 만든건가요
299,one E,2019년 6월 12일,3,1,자동로그인좀 업데이트 해주세요 전혀 안돼요
300,Hyunsang Lee,2019년 6월 12일,1,2,서울시에서 세금 개똥으로 쓰는거야 잘알고있습니다만 시에서 돈을 개쥐똥만큼 준게 아니라면 이 앱 개발하신분은 반성좀 하셔야겠네요 편의성은 밥대신 처먹었나요 아니 그 이전에 사용설명부터가 구멍이나있는데 '쓰고싶은놈은 알아서 쓰겠지' 마인든가? 적어도 쓰게끔은 만들어야될꺼 아니야 결제는 됬는데 번호를 안줘 네이버에서 찾아서 해야되면 블로그 주소를 적어놓던가 받은적 없는 비밀번호 변경해서 탔다 다행히도 비밀번호는 그냥 원하는번호 4자리 입력하라고해서 다행이지 이전 비밀번호 입력하라고 했으면 돈 날렸다 수기로적은 사진을 업로드해도 이것보단 ...전체 리뷰
301,김현재,2019년 6월 11일,1,2,카카오톡계정으로 계속 로그인이 안됨 ㅡㅡ
302,이크리스티나,2019년 6월 11일,1,1,최악
303,kiryang Jeong,2019년 6월 11일,1,3,가끔 켜지고 무한로딩. 로그인 풀림. 등 문제가 많은 어플
304,Ko Seokhun,2019년 6월 11일,1,2,눈앞에 자전거가 있는데 중복 신청 됐는지 다른 사람이 비번 치고 자기꺼라고 가져감 나는 이미 대여 신청했다고 2시간 동안 이용 못함 고객센터에 문의하니 비번 관리 잘하라며 가르치려듬
305,owo_히꾸,2019년 6월 11일,1,6,도대체 임시비밀번호는 언제쯤 받을수 있는건지 참 궁금하네요^^ 찾으란건지 말란건지~
306,Satomi Ishihara,2019년 6월 11일,1,3,ui ux 최악 앱구동도최악
307,뮤뮤,2019년 6월 11일,5,1,좋아요
308,김재호,2019년 6월 10일,2,3,따릉이 제도는 좋으나 앱은 진짜 ... 너무 심하게 못만듬... 이거뭐 안바뀌나요?
309,라미,2019년 6월 10일,1,3,아니 지도 확대랑 이동이 어플에서는 안되는 겁니까 네이버로 들어간 사이트에서는 되는데
310,jo o,2019년 6월 9일,1,2,카카오페이 고쳐주세요 업데이트에 맞춰 항상 고쳐주세요 가장 빠르게 쓸 방법인데 부탁드려요 제발 택시탔네요 ^-^
311,유승재,2019년 6월 9일,1,4,아니 왜자꾸 서비스이용을 할수없다고 나오는데 진짜 어이가없네 ㅋㅋㅋ며칠째냐 지금 이유도 해결방안도없고 장난하냐? 돈을 내놓으면 뭐하냐 어플 진짜 뭐같이 만들어놨네 진심.처음으로 화나서 남긴다.
312,고민정,2019년 6월 6일,1,8,앱이 참 거지같네요ㅋ 자동로그인 체크하면 뭐합니까 맨날 로그인 풀려서 새로 로그인 해야되는데 걍 시간낭비앱이네;;ㅎ 앱 그지같이 만들어주셨네요 정말 감사합니다. 스트레스가 엄청 쌓일 것 같아요!
313,Jaewon Kim,2019년 6월 6일,1,1,정말 불편해요 모든게 없는게 나아요 제발
314,박성규,2019년 6월 5일,1,2,결제창마다 네트워크오류라고 계속뜨는데.. 쓰질못하겠어요ㅜㅜ
315,Google 사용자,2019년 6월 4일,5,0,따릉이 최고에요 야간에도 타기에 좋아요! 다들 안전하게 타세요
316,김효주,2019년 6월 3일,1,1,아침부터 타려고해도 미리 대여신청되어있어 못타게만들네요ㅋ
317,김성준,2019년 6월 2일,1,1,와.. 무한로딩에.. ....할말..
318,Harrison Yi,2019년 6월 2일,1,1,한개도 아까움
319,장이남,2019년 6월 2일,1,1,사용하기 짜증나요 결제시 등록한 카드가 사용이 안되고 현장에서 카드 등록하라고 하네요
320,채널Jun,2019년 6월 2일,1,1,앱도 꾸진데 자전거 관리상태좀 ㅋㅋ 무슨 펑크난 자전거가 한둘이어야지 ㅋ 타다가 죽을뻔했어요 진심
321,김지윤,2019년 6월 1일,1,2,"눈 앞에 2대가 있는데 어플, 웹 둘다 0대로 인식하는 상황. 저녁이라 늦는건지 한참 기다려도 안되길래 결국 걸어감. 덕분에 걷기운동 했습니다"
322,ho young Ryoo,2019년 6월 1일,3,1,어플 정말 그지같네요. 결재가 안넘어가서 한참 고생하고 대여를 눌렀는데 비밀번호 넣으라고 나오는데 어플 어디에 비밀번호를 어디서 설정하는지 알수가 없어요. 두번째 시도에 되긴했지만 어떻게 찾긴 했지만 여전히 어떻게 빌렀는지 모르겠습니다. 자전거는 뒷 브레이크가 제대로 걸리지 않아 불편했네요. 자전거 타기전에 다른분들은 자전거 타기전에 점검하세요. 어플에서 비밀번호만 제대로 안내가 되도 더 나은 서비스가 될거 같습니다.
323,좀비장,2019년 6월 1일,1,3,사용방법설명도 불친절..세상에 비밀번호설정이 있다는걸 직접하면서 알았네요 자동로그인도 안되서 할때마다 직접 아이디비번써야하고 정말불편하네요. 개선이 정말 시급합니다..
324,CO CO,2019년 6월 1일,1,3,따릉이라는 시스템은 좋은데 이 앱 그야말로 최악이에요. 그나마 카드 등록해두면 이 앱 쓸 일이 적긴 한데요... 근처에 따릉이 정류장이 어디 있는지 지도로 볼 수 있게 옛날처럼 바꾸면 안되나요?? 아니 검색 기능이 너무 거지같습니다. 제발 개선 좀 부탁드려요!!! 아마 따릉이 안타는 사람들 대부분은 이 앱이 너무 어려워서 쓰기 어려워서일 겁니다. 제발 개선!!!개선!!! 앱 좀요!!!!!!
325,최정주,2019년 5월 31일,1,15,정기권을 결제했는데 어플이 작동을 해야 타든가 하죠... 로딩중입니다 라는 화면이 뜨면 로그인조차 할 수 없는데 어쩌라는 겁니까? 사용료를 지불했으면 제대로 사용하게 만들어놔야 될 거 아닙니까. 전국민이 동시접속으로 다 같이 타는 것도 아니고 좀 그만 이랬으면 좋겠습니다. 요즘 1인이 만드는 게임 유료 어플 혹은 무료 어플들도 정말 잘 되는데.. 서울시에서 제대로 못할거면 제대로 하는 업체에 맡겨서 제대로 만들었으면 좋겠네요 제발
326,한재은,2019년 5월 31일,2,1,수원에서쓰는 모바이크보다 앱이복잡해서 별로에 ...서울살아서 따릉이 이용할려고했었는데ㅠ 좀더쉽게해주세용...
327,장경원,2019년 5월 30일,1,1,별 1개도 개아까움 쓰레기 어플... 공무원들 일 안하나? 세금만 쳐먹고
328,뇸뇸뇸,2019년 5월 30일,3,1,편리성이 떨어집니다. 불편해요. 좀더 단순하고 편하게 만들어주세요.
329,김시정,2019년 5월 30일,5,0,아주 만족해요!
330,임혜림,2019년 5월 29일,4,13,소셜 자동로그인/결제 방법 정도만 업데이트되면 환상적일것같아요~! 저는 아쥬 잘 쓰고있슴니다.
331,코난,2019년 5월 29일,5,1,따르릉자전거 이용하기 전엔 제 근무지가 애매한 거리이고 새벽에 근무를 하는 직업이라 택시를 이용하니 교통비 지출이 너무 컸어요 지금은 따르릉 자전거로 교통비가 90%절감되는 효과를 보고 있어요 처음 따르릉어플 리플보고 좋은평보다 좋지않는 평이 많아서 사용하고픈 마음을 접었다가 직접 사용해보고 평가하잔 생각으로 사용했는데 너무 좋아요~ 자전거 배치장소도 곳곳에 되어 있어 대여와 반납하기도 수월하고요 따르릉을 많이 이용하는 사람들이 늘어나는 만큼 자전거를 안전하게 탈수있는 자전거도로가 많이 만들어졌음 좋겧어요~
332,주우주,2019년 5월 26일,1,1,C-BA 무한로딩 암걸린다
333,세상의중심이집트,2019년 5월 26일,3,2,2시간을 못 채우고 탈때는 남는 시간이 아까워요. 시간을 누적해서 결제하거나 사용할 수 잇엇으면 좋겟어요. 앱이 전체적으로 한눈에 확 들어오지 않아 개편이 필요하다고 생각합니다. 따릉이 너무 좋아요. 자전거 도로도 늘어나고 따릉이도 더 많이 늘어낫으면 좋겟어요. 서울 시민으로서 따릉이 사업이 아주 자랑스럽습니다~
334,황순종,2019년 5월 26일,1,0,진짜 이용방법 너무 어려워요. 어플을 전반적으로 고쳐야지 외국인이든 처음 쓰는 사람이 사용 할 수 있어요.
335,Jungkwon Hong,2019년 5월 26일,4,1,다른 건 다 좋은데 제발 결제 시스템 좀 바꿔주세요. 이런 쌍팔년도식 결제시스템 쓰는데는 따릉이가 유일할듯. 시대 좀 맞춰살아요 ㅠ
336,ღ만숑,2019년 5월 25일,1,1,예전엔 카카오도 됐던거 같고...결제가 더 쉬웠던 거 같은데 무용지물 됨...
337,JB Jang,2019년 5월 25일,1,4,공지사항을 4K로 올리시나봐요? 항상 로딩 오지게 걸려서 데이타 끊었다 다시 연결하는 임시방편으로 사용합니다. 이런식으로 할거면 앱 킬때 공지사항 팝업 제발 올리지마세요 ㅡ
338,CHA P,2019년 5월 25일,1,10,쓰레기 앱. 비밀번호 바꾸는 데에도 한참 걸림. 앱 켜도 자동로그인에서 멈춰서 이용하는데 수십분 걸림. 차라리 만들지를 말았으면 편하게 다른 대중교통이용했을텐데
339,오승진,2019년 5월 25일,1,1,대여하기 엄청 불편함 비밀번호를 입력하라는데 난 입력한적이 없을 뿐더라 비밀번호 알아보는 UI이가 전혀 안보임 한번 써볼려했는데 내가 볼땐 외부인은 자전거 못타게 하려고 막아둔거같음 앞으로 절때 안씀
340,와오구까,2019년 5월 25일,1,0,반개도 아깝다 사용성명 안하냐 ??? 이미 대여중인데 왜 자물쇄 잠겨있냐
341,송경훈,2019년 5월 24일,1,0,처음 사용자 안내가 거지 같음 앱은 최악 서비스 자체는 좋음.
342,이쮸,2019년 5월 24일,1,1,어떻게 앱에들어가지지가않냐;;어떻게만들어도 이따구로 만들었냐고ㅠㅠㅠ제발 따릉이좀타고싶다 불편한게 한두가지가 아니네 결제하는것도그렇고
343,최나혁,2019년 5월 24일,1,0,1점도아까운 쓰레기어플
344,강태용,2019년 5월 23일,1,0,앱이 안열리는 경우가 왜 이리 많은가요? 로딩중이라며 무한루프....
345,정성윤,2019년 5월 23일,4,0,좋아요
346,life luxury,2019년 5월 23일,5,1,따릉이 굉장히 잘 이용하고 있어요♥ 날씨 좋을때 따릉이 빌려서 노래들으면서 달리면 행복해요~~
347,진언씨,2019년 5월 23일,3,0,화면이 로그인창에서 오류나서 안넘어가요...
348,윤현주,2019년 5월 22일,2,0,따릉이 자체는 차 좋은데 앱 진짜 느려터져서.. 반납하고 다시 빌릴때 엄청 기다려야돼요
349,김원일,2019년 5월 22일,1,0,왜 자동로그인이 자꾸 안되죠? 하루에 한번은 로그인 하게 만드네..
350,Uk Choi,2019년 5월 22일,1,28,어쩌라는건지..이용권 구매해도 어떻게 이용하는건지 알려줘야 타죠. 이용권 이용하는 방법 못찾겠어서 카드등록했는데 그마저도 어떻게 사용해야하는지 알려주질않네요-.-;; 이용할 수 있는 방법을 직관적으로 알 수있게 알려줘야지 돈만 버렸네요.. 개선해야될 부분 너무 많네요. 세금으로 운영되는건데 어떻게 개인이 개발한 앱보다 불편한건지..--;;;;;;
351,C.M. Jeong,2019년 5월 21일,1,4,왠만하면 리플 안달려고 했는데 UI 가 형편 없네요. 카카오톡 로그인유지도 안되고 디자인도 구리고.. 이렇게 세금 축내도 되는건가요 개발자로서 소스 주세요 제가 무료로라도 고치고 싶네요
352,만두쌀,2019년 5월 20일,1,0,앱은 쓰레기임
353,추분점,2019년 5월 18일,1,0,별 한개도 아까움
354,Jihyeon Park,2019년 5월 18일,1,0,제발 로그인 좀 유지되게 해주세요 무슨 어플을 켤때마다 로그인을 하라고 하나요; 시에서 운영하는 어플이라기엔 너무 후져요
355,상상이상이상길 MIDI Lab,2019년 5월 18일,1,0,큐알코드 인식을 못함ㅋㅋㅋㅋㅋ 급한데 시간만 날림
356,전진성,2019년 5월 18일,1,1,자동 로그인 기능따위 없고 아이디 연동해서 자동도 없고 검색할때마다 v30기준 바로 안나옴 자전거는 또 어떻고 복불 너무 심함 고장 신고하나 안돼서 가보면 체인빠지고 고장난거 태반 전원도 안들어고 다른 자전거 빌리라고하고 이게 나라냐?
357,이보라,2019년 5월 15일,5,0,따릉이는 천재예요
358,김메이,2019년 5월 15일,1,0,대여도 반납도 안되는거 얼른좀 고치죠
359,강성연,2019년 5월 13일,1,3,진짜 어떻게하면 어플을 어렵게 쓸지 고민하느라 고생많으셨어요!!
360,박성환,2019년 5월 13일,5,0,좋아요
361,Patrick,2019년 5월 12일,1,1,완전 시스템 엉망임...
362,S. Bang,2019년 5월 12일,1,16,1점도 아까운 거지같은 어플이네요. 접속이 되야 뭘하죠. 로그인이 안되고 계속 빙빙돌아서 몇번을 껐다키고 폰 껐다키고 해도 안되네요. 할람하고 말람마세요
363,아보카도,2019년 5월 12일,3,4,자전거를 즐겨타는 사람입니다. 이용권이 최대 2시간밖에 없는게 아쉽네요. 3시간도 있었으면 하는 바람입니다. 매번 2시간을 타면 아쉬운채로 반납을 하곤 합니다. 시간을 늘려주셨으면 합니다
364,박남기,2019년 5월 12일,5,6,왜들 평가가 박하지. 처음 가입해서 1주 이용중인데 환상적으로 만족합니다. 앱도 잘 동작하고요
365,박초희,2019년 5월 12일,1,1,이것도 쓰라고 만들어놓은건가...... 어이가없군요
366,송지홍,2019년 5월 11일,2,0,앱이 쓰레기
367,김강현,2019년 5월 11일,1,3,"사용하기 너무불편함,타공유 모빌리티 어플보고 반성좀 하세요 별한개도 아깝습니다"
368,d d,2019년 5월 10일,1,3,버그가 너무 많습니다 제대로 사용하기가 어려울 정도..
369,Jason Han,2019년 5월 9일,1,2,아 진짜 결제 온갖 방법으로 해도 다 안되고 쓰라는건지 말라는건지
370,선건희,2019년 5월 9일,3,5,대여중 대여(반납)장소 찾기 불가능. 어제 한번의 일시적인 오류였는지 모르겠으나 대여후 반납가능장소가 지도상에 뜨지 않아 엄청 고생함..
371,Daesun Hwang,2019년 5월 9일,1,4,최악.. 더욱 큰문제는 이런 사용자의 피드백들이 전달이 안되는 부분인듯.. 이럴꺼면 왜만들었는지..
372,Google 사용자,2019년 5월 9일,1,4,쓰고 싶어도 쓸 수가 없다. 최악의 어플 ㅠ
373,TaeKyu Lee,2019년 5월 8일,1,1,사용하라고 만든건지요?
374,CJHThomas,2019년 5월 8일,1,1,진짜 어플이 너무 어려워요. 결제도 후불교통카드가 불가능하고... 티머니를 할거면 좀 알아보기 쉽게 만들던가. 많이 아쉽습니다.
375,Kei K,2019년 5월 7일,1,1,쓰레기그자체한국공무원수준과비슷
376,YS Lee,2019년 5월 6일,1,1,아 진짜 앱 그지같네 왜캐쓰기가어려움?
377,Joon,2019년 5월 6일,1,1,ㄹㅇ 별한개도아깝다 걍
378,tae young Kim,2019년 5월 5일,1,1,불안정하고 구리고 비싸다
379,주와닝,2019년 5월 4일,1,0,일일권은 카드로 하면 쉽지만 단체권은 어떡해 하는지 모르겠음 그리고 쉬운 설명이 없음
380,BH Choi,2019년 5월 4일,1,1,"로그인 자체가 안되네요. 비번 잃어버려서 임시비번으로 했는데도 로그인이 안되구요. 주말 아침에 50분간 시간낭비했어요. 평정 1.9나 되다니 놀랍구요, 별점에 0점이 있엇다면 좋았을걸.. 제대로된 앱 나올때까진 아마 아무도 사용안할거같네요. 빡치니까.."
381,윤희철,2019년 5월 3일,1,2,접속도안되고 뭘만드는건자?
382,Ng 02,2019년 5월 3일,1,1,계속 로딩중으로 떠서 결국 삭제하는데.. 제거도 진행중임. 징하다
383,전영준,2019년 5월 3일,1,1,회원가입 인증문자가 와야 가입을 하죠..? 어제부터 오늘 계속 해도 인증번호 문자가 안옴.. 역시 제대로 관리가 안 되는듯 일을 제대로 할리가 없죠..
384,김민희,2019년 5월 3일,1,0,아니 회원가입하려는데 인증번호를 안주면 어쩌란겁니까 ????? 따릉이 이용하지 말란거????
385,GS K,2019년 5월 3일,1,0,사용좀 해보려는데 인증번호 문자가 오지도않네요
386,두루루,2019년 5월 3일,1,1,회원가입 단계에서부터 안됨 인증번호 날라오지도 않음
387,ᄋᄋ,2019년 5월 2일,2,0,따릉이는 너무 좋아요 근데 어플이 좀 많이 안좋네요ㅜㅜ 뭔가를 누르면 반응이 없고 너무 버벅거려요 고쳐주세요ㅠ
388,손호은,2019년 5월 2일,1,2,로딩만뜨고 왜안돼요??? 짜증나 죽겠네요 해결책없음? 별점이2개도 안되는데 ㅋㅋㅋㅋ사람 적당히 짜증나게 해야지
389,민예지,2019년 5월 2일,2,0,이거 지금 로그인전에 로딩화면이 계속 떠서 이용이안되는데 수정안돼나요
390,frizia blue,2019년 5월 2일,1,0,자동로그인 설정해놨더니 초기 로딩팝업만 계속 나타남요. 수정해주세요
391,이수진,2019년 5월 2일,2,0,앱에 거치대 지도가 매번 안 떠서 인터넷에서 검색해서 이용하고있어요ㅜ 오류 잡아주세요
392,Youngki Lee,2019년 5월 1일,1,4,카드 결제하면 결제 할때 마다 카드 정보 매번 처음부터 끝까지 넣어야 되니 불편해서 사용하겠어요? 그리고 대여카드는 티머니 없는 사람 등록도 안되게 해놨네. 대여카드 없으면 사용도 못하게 만들어 놓고 한번 사용하려다가 답답하고 하는 방법도 잘 안나와있어서 포기 진짜 이거 앱 만든 사람은 사용자 생각도 안하고 만들었나보다
393,이기원,2019년 5월 1일,1,0,지도가 안보여서 돈만날림
394,mihi yun,2019년 4월 29일,5,0,너무 좋아요🤩 힐링~~
395,쿠조CUJO,2019년 4월 29일,1,4,별한개도 아까움. 어플도 너무 후지고 자전거 대여할때 카드결제시 카드번호랑 유효기간 등 다 적어야함. 그래서 휴대폰결제 할랬더니 skt 선택하니 알뜰폰으로 선택이 자동이고.. 극혐.. 시간 날리고 대여못하고 후진 어플때문에 기분도 잡침.
396,JDub Lee,2019년 4월 28일,1,1,자전거 대여소 위치를 알려주고 자전거 대여관리를 해주면 되는데 딱 그 두 가지를 못하는 앱. 어쩌면 대여소 위치를 시민이 알아서 찾다가 추가요금을 내게 하는 게 목적일지도 모름.
397,Gunwoo Park,2019년 4월 28일,1,2,앱이 굉장히 불친절해서 스트레스 받음
398,Mclane John,2019년 4월 27일,1,2,별 한개도 아깝다 이래서 관주도 사업이 안된다는거야 이렇게 에러도 많은 어플을 수정도 안하고 운영하다니
399,이동욱,2019년 4월 27일,1,5,완전 오류도 많고 UX도 완전 어설프고 오너십 없는 공무원이 관리하는 앱이라 어쩔 수 없네요. 세금이 아깝네요.
400,박시연,2019년 4월 27일,1,1,앱 버전 체크시 오류라고 계속 떠서 자전거도 못타고 다시 왔네요 빨리좀 고쳐주세요
401,Yoon Ho Jang,2019년 4월 27일,1,1,앱이 너무 꼬졌다. 졸라 불편하네~
402,이동근,2019년 4월 27일,1,1,쓰레기앱
